CCASS ID,Name,Holding,Change,Stake%,StakeΔ %,Lastholding
C00088,CHINA MERCHANTS BANK CO LTD,3110057,116000,0.31,0.01,2012-06-07
C00041,OCBC WING HANG BANK LTD,717571,-55600,0.07,-0.01,2012-06-07
C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,10995085,-208000,1.08,-0.02,2012-06-07
C00037,SHANGHAI COMMERCIAL BANK LTD,12651855,-75942,1.24,-0.01,2012-06-07
C00033,BANK OF CHINA (HONG KONG) LTD,24888964,940000,2.44,0.09,2012-06-07
C00028,NANYANG COMMERCIAL BANK LTD,5868198,-96000,0.58,-0.01,2012-06-07
C00019,THE HONGKONG AND SHANGHAI BANKING,54221946,8000,5.32,0.0,2012-06-07
C00010,CITIBANK N.A.,4412385,200000,0.43,0.02,2012-06-07
B01875,GUODU SECURITIES (HONG KONG) LTD,131000,60000,0.01,0.01,2012-06-07
B01853,CMBC SECURITIES CO LTD,22192,-58,0.0,-0.0,2012-06-07
B01826,GF SECURITIES (HONG KONG) BROKERAGE LTD,4886485,-132000,0.48,-0.01,2012-06-07
B01818,I-ACCESS INVESTORS LTD,41800,-104000,0.0,-0.01,2012-06-07
B01785,PARTNERS CAPITAL SECURITIES LTD,9000,8000,0.0,0.0,2012-06-07
B01668,BRIGHT SMART SECURITIES INTERNATIONAL,628800,-28000,0.06,-0.0,2012-06-07
B01565,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,668314,-8000,0.07,-0.0,2012-06-07
B01421,ONEPLATFORM SECURITIES LTD,0,-40000,0.0,-0.0,2012-06-07
B01284,HANG SENG SECURITIES LTD,6818776,-320000,0.67,-0.03,2012-06-07
B01265,OCBC WING HANG SHARES BROKERAGE CO. LTD,10000,-44400,0.0,-0.0,2012-06-07
B01143,HAITONG INTERNATIONAL SECURITIES CO LTD,79507433,-12000,7.8,-0.0,2012-06-07
B01130,BOCI SECURITIES LTD,7758344,-200000,0.76,-0.02,2012-06-07
,Total changed named holdings,217348205,8000,21.32,0.0,
,Unchanged named holdings,154069071,0,15.11,0.0,
,Total named holdings,371417276,8000,36.43,0.0,
,Unnamed Investor Participants,6433231,0,0.63,0.0,
,Total securities in CCASS,377850507,8000,37.06,0.0,
,Securities not in CCASS,641742351,-8000,62.94,-0.0,
,Issued securities,1019592858,0,100.0,0.0,31-May-2012
