CCASS ID,Name,Holding,Change,Stake%,StakeΔ %,Lastholding
B01885,HAFOO SECURITIES LTD,104000,100000,0.0,0.0,2018-09-13
B01581,KINGSWAY FINANCIAL SERVICES GROUP LTD,72800,-120000,0.0,-0.0,2018-09-13
B01353,UOB KAY HIAN (HONG KONG) LTD,3378372,-56000,0.05,-0.0,2018-09-13
B01284,HANG SENG SECURITIES LTD,9879869,36000,0.15,0.0,2018-09-13
B01265,OCBC WING HANG SHARES BROKERAGE CO. LTD,622857,20000,0.01,0.0,2018-09-13
B01224,MERRILL LYNCH FAR EAST LTD,711181,20000,0.01,0.0,2018-09-13
,Total changed named holdings,14769079,0,0.23,0.0,
,Unchanged named holdings,6098140768,0,93.16,0.0,
,Total named holdings,6112909847,0,93.39,0.0,
,Unnamed Investor Participants,541655,0,0.01,0.0,
,Total securities in CCASS,6113451502,0,93.4,0.0,
,Securities not in CCASS,432169629,0,6.6,0.0,
,Issued securities,6545621131,0,100.0,0.0,31-Aug-2018
