CCASS ID,Name,Holding,Change,Stake%,StakeΔ %,Lastholding
C00093,BNP PARIBAS SECURITIES SERVICES,1100200,4000,0.02,0.0,2016-08-25
C00074,DEUTSCHE BANK AG,12000,-28000,0.0,-0.0,2016-08-25
C00042,CMB WING LUNG BANK LTD,2473884,-400000,0.04,-0.01,2016-08-25
C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,45892632,-940000,0.81,-0.02,2016-08-25
C00033,BANK OF CHINA (HONG KONG) LTD,104188987,112000,1.83,0.0,2016-08-25
C00028,NANYANG COMMERCIAL BANK LTD,21274662,-300000,0.37,-0.01,2016-08-25
C00019,THE HONGKONG AND SHANGHAI BANKING,322948668,-556000,5.68,-0.01,2016-08-25
C00010,CITIBANK N.A.,44217682,-184000,0.78,-0.0,2016-08-25
B01727,ICBC (ASIA) SECURITIES LTD,10079325,152000,0.18,0.0,2016-08-25
B01633,ENLIGHTEN SECURITIES LTD,0,-172000,0.0,-0.0,2016-08-25
B01545,TUNG SHING SECURITIES (BROKERS) LTD,440285,100000,0.01,0.0,2016-08-25
B01508,SOUTHWEST SECURITIES (HK) BROKERAGE LTD,12383524,-484000,0.22,-0.01,2016-08-25
B01497,SINOPAC SECURITIES (ASIA) LTD,169279358,2884000,2.98,0.05,2016-08-25
B01491,CREDIT SUISSE SECURITIES (HONG KONG) LTD,176000,-160000,0.0,-0.0,2016-08-25
B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,0,-80000,0.0,-0.0,2016-08-25
B01284,HANG SENG SECURITIES LTD,38089582,128000,0.67,0.0,2016-08-25
B01224,MERRILL LYNCH FAR EAST LTD,140000,-76000,0.0,-0.0,2016-08-25
,Total changed named holdings,772696789,0,13.6,0.0,
,Unchanged named holdings,4127559094,0,72.62,0.0,
,Total named holdings,4900255883,0,86.22,0.0,
,Unnamed Investor Participants,2156655,0,0.04,0.0,
,Total securities in CCASS,4902412538,0,86.25,0.0,
,Securities not in CCASS,781222710,0,13.75,0.0,
,Issued securities,5683635248,0,100.0,0.0,31-Jul-2016
