CCASS ID,Name,Holding,Change,Stake%,StakeΔ %,Lastholding
C00088,CHINA MERCHANTS BANK CO LTD,20000,-40000,0.0,-0.0,2010-08-04
C00065,HSBC PRIVATE BANK (SUISSE) SA,131106000,-9500000,1.65,-0.12,2010-08-04
C00060,THE ROYAL BANK OF SCOTLAND N.V.,1000000,1000000,0.01,0.01,2010-08-04
C00048,CHIYU BANKING CORPORATION LTD,10796000,-660000,0.14,-0.01,2010-08-04
C00041,OCBC WING HANG BANK LTD,6320000,-200000,0.08,-0.0,2010-08-04
C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,20254000,-2730000,0.26,-0.03,2010-08-04
C00037,SHANGHAI COMMERCIAL BANK LTD,37314000,19650000,0.47,0.25,2010-08-04
C00036,CHINA CONSTRUCTION BANK (ASIA),1352000,-350000,0.02,-0.0,2010-08-04
C00033,BANK OF CHINA (HONG KONG) LTD,125120000,5488000,1.58,0.07,2010-08-04
C00028,NANYANG COMMERCIAL BANK LTD,15926000,-66000,0.2,-0.0,2010-08-04
C00019,THE HONGKONG AND SHANGHAI BANKING,185732000,22038000,2.34,0.28,2010-08-04
C00015,DBS BANK (HONG KONG) LTD,96678000,-3450000,1.22,-0.04,2010-08-04
C00010,CITIBANK N.A.,6490738,-578000,0.08,-0.01,2010-08-04
C00003,THE BANK OF EAST ASIA LTD,3422000,-3434000,0.04,-0.04,2010-08-04
C00002,BANK OF COMMUNICATIONS TRUSTEE LTD,36870000,-2780000,0.46,-0.04,2010-08-04
B01858,YUANTA SECURITIES (HONG KONG) CO LTD,68000,-2000,0.0,-0.0,2010-08-04
B01843,TD KING SECURITIES LTD,1022000,-220000,0.01,-0.0,2010-08-04
B01842,BOCOM INTERNATIONAL SECURITIES LTD,5044000,2500000,0.06,0.03,2010-08-04
B01831,NERICO BROTHERS LTD,200000,200000,0.0,0.0,2010-08-04
B01829,HUATAI FINANCIAL HOLDINGS (HONG KONG),150000,-200000,0.0,-0.0,2010-08-04
B01820,CMB INTERNATIONAL CAPITAL CORPORATION,1500000,1500000,0.02,0.02,2010-08-04
B01818,I-ACCESS INVESTORS LTD,1566000,-344000,0.02,-0.0,2010-08-04
B01814,WELL LINK SECURITIES LTD,1800000,-200000,0.02,-0.0,2010-08-04
B01796,SOO PEI SHAO & CO LTD,124000,100000,0.0,0.0,2010-08-04
B01789,HO FUNG SHARES INVESTMENT LTD,1224943,-850000,0.02,-0.01,2010-08-04
B01778,UNITED WORLD ONLINE LTD,2498000,-2780000,0.03,-0.04,2010-08-04
B01769,ONE CHINA SECURITIES LTD,1120058,-1674000,0.01,-0.02,2010-08-04
B01762,DBS VICKERS (HONG KONG) LTD,8026000,1500000,0.1,0.02,2010-08-04
B01761,KO'S BROTHER SECURITIES CO LTD,384000,-400000,0.0,-0.01,2010-08-04
B01745,EVERGREEN SECURITIES LTD,2250000,-400000,0.03,-0.01,2010-08-04
B01738,CES CAPITAL INTERNATIONAL (HONG KONG) CO,52000,52000,0.0,0.0,2010-08-04
