CCASS ID,Name,Holding,Change,Stake%,StakeΔ %,Lastholding
C00100,"JPMORGAN CHASE BANK, NATIONAL",1672200,-8000,0.03,-0.0,2016-04-06
C00088,CHINA MERCHANTS BANK CO LTD,7619743,-16000,0.13,-0.0,2016-04-06
C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,46688134,16000,0.82,0.0,2016-04-06
C00033,BANK OF CHINA (HONG KONG) LTD,103806350,120000,1.83,0.0,2016-04-06
B01818,I-ACCESS INVESTORS LTD,802000,-200000,0.01,-0.0,2016-04-06
B01809,CHINA SYSTEM SECURITIES LTD,1056000,-8000,0.02,-0.0,2016-04-06
B01769,ONE CHINA SECURITIES LTD,135682,2000,0.0,0.0,2016-04-06
B01710,SINO-RICH SECURITIES & FUTURES LTD,744000,192000,0.01,0.0,2016-04-06
B01668,BRIGHT SMART SECURITIES INTERNATIONAL,3844600,-32000,0.07,-0.0,2016-04-06
B01666,GLORY SUN SECURITIES LTD,13950,-2000,0.0,-0.0,2016-04-06
B01497,SINOPAC SECURITIES (ASIA) LTD,109199358,300000,1.92,0.01,2016-04-06
B01491,CREDIT SUISSE SECURITIES (HONG KONG) LTD,484000,8000,0.01,0.0,2016-04-06
B01447,WONDERLAND INTERNATIONAL SECURITIES LTD,45000,4000,0.0,0.0,2016-04-06
B01284,HANG SENG SECURITIES LTD,36953582,-28000,0.65,-0.0,2016-04-06
B01224,MERRILL LYNCH FAR EAST LTD,140000,-8000,0.0,-0.0,2016-04-06
B01212,HENYEP SECURITIES LTD,2752000,-500000,0.05,-0.01,2016-04-06
B01143,HAITONG INTERNATIONAL SECURITIES CO LTD,43507584,160000,0.77,0.0,2016-04-06
,Total changed named holdings,359464183,0,6.32,0.0,
,Unchanged named holdings,1615304664,0,28.42,0.0,
,Total named holdings,1974768847,0,34.74,0.0,
,Unnamed Investor Participants,1156655,0,0.02,0.0,
,Total securities in CCASS,1975925502,0,34.77,0.0,
,Securities not in CCASS,3707709746,0,65.23,0.0,
,Issued securities,5683635248,0,100.0,0.0,31-Mar-2016
