CCASS ID,Name,Holding,Change,Stake%,StakeΔ %,Lastholding
C00093,BNP PARIBAS SECURITIES SERVICES,156200,-40000,0.0,-0.0,2021-08-05
C00042,CMB WING LUNG BANK LTD,769484,-48000,0.01,-0.0,2021-08-05
C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,11383025,200000,0.17,0.0,2021-08-05
C00037,SHANGHAI COMMERCIAL BANK LTD,12232000,24000,0.19,0.0,2021-08-05
C00036,CHINA CONSTRUCTION BANK (ASIA),12999670,-260000,0.2,-0.0,2021-08-05
C00033,BANK OF CHINA (HONG KONG) LTD,52807966,48000,0.81,0.0,2021-08-05
C00019,THE HONGKONG AND SHANGHAI BANKING,215019338,-1028000,3.28,-0.02,2021-08-05
C00015,DBS BANK (HONG KONG) LTD,195000,40000,0.0,0.0,2021-08-05
B01955,FUTU SECURITIES INTERNATIONAL,26060000,-220000,0.4,-0.0,2021-08-05
B01904,VALUABLE CAPITAL LTD,1764000,-8000,0.03,-0.0,2021-08-05
B01894,MAYFAIR & AYERS FINANCIAL GROUP LTD,1092000,116000,0.02,0.0,2021-08-05
B01858,YUANTA SECURITIES (HONG KONG) CO LTD,800,-24000,0.0,-0.0,2021-08-05
B01818,I-ACCESS INVESTORS LTD,94000,4000,0.0,0.0,2021-08-05
B01727,ICBC (ASIA) SECURITIES LTD,3905428,24000,0.06,0.0,2021-08-05
B01710,SINO-RICH SECURITIES & FUTURES LTD,124000,112000,0.0,0.0,2021-08-05
B01695,DAH SING SECURITIES LTD,5089600,60000,0.08,0.0,2021-08-05
B01673,FULBRIGHT SECURITIES LTD,273000,-8000,0.0,-0.0,2021-08-05
B01668,BRIGHT SMART SECURITIES INTERNATIONAL,1046400,-64000,0.02,-0.0,2021-08-05
B01610,KGI ASIA LTD,2287126,60000,0.03,0.0,2021-08-05
B01590,INTERACTIVE BROKERS HONG KONG LTD,527770,200000,0.01,0.0,2021-08-05
B01584,CHIEF SECURITIES LTD,226828,-100000,0.0,-0.0,2021-08-05
B01543,KWONG FAT HONG (SECURITIES) LTD,0,-32000,0.0,-0.0,2021-08-05
B01224,MERRILL LYNCH FAR EAST LTD,2366581,568000,0.04,0.01,2021-08-05
B01184,CHINA TONGHAI SECURITIES LTD,3510000,496000,0.05,0.01,2021-08-05
B01130,BOCI SECURITIES LTD,14476344,-80000,0.22,-0.0,2021-08-05
B01118,EAST ASIA SECURITIES CO LTD,371805,-40000,0.01,-0.0,2021-08-05
,Total changed named holdings,368778365,0,5.63,0.0,
,Unchanged named holdings,5952565376,0,90.94,0.0,
,Total named holdings,6321343741,0,96.57,0.0,
,Unnamed Investor Participants,241198,0,0.0,0.0,
,Total securities in CCASS,6321584939,0,96.58,0.0,
,Securities not in CCASS,224036192,0,3.42,0.0,
,Issued securities,6545621131,0,100.0,0.0,31-Jul-2021
