CCASS ID,Name,Holding,Change,Stake%,StakeΔ %,Lastholding
C00100,"JPMORGAN CHASE BANK, NATIONAL",9067800,12000,0.14,0.0,2019-03-26
C00033,BANK OF CHINA (HONG KONG) LTD,75430566,-4000,1.15,-0.0,2019-03-26
B01955,FUTU SECURITIES INTERNATIONAL,461000,4000,0.01,0.0,2019-03-26
B01818,I-ACCESS INVESTORS LTD,150000,-8000,0.0,-0.0,2019-03-26
B01610,KGI ASIA LTD,2014726,-20000,0.03,-0.0,2019-03-26
B01323,DEUTSCHE SECURITIES ASIA LTD,1204000,16000,0.02,0.0,2019-03-26
,Total changed named holdings,88328092,0,1.35,0.0,
,Unchanged named holdings,6039839724,0,92.27,0.0,
,Total named holdings,6128167816,0,93.62,0.0,
,Unnamed Investor Participants,541655,0,0.01,0.0,
,Total securities in CCASS,6128709471,0,93.63,0.0,
,Securities not in CCASS,416911660,0,6.37,0.0,
,Issued securities,6545621131,0,100.0,0.0,28-Feb-2019
