CCASS ID,Name,Holding,Change,Stake%,StakeΔ %,Lastholding
C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,88380000,-30000,1.11,-0.0,2011-07-22
C00033,BANK OF CHINA (HONG KONG) LTD,182616000,-100000,2.3,-0.0,2011-07-22
C00019,THE HONGKONG AND SHANGHAI BANKING,444396500,1188000,5.6,0.01,2011-07-22
B01858,YUANTA SECURITIES (HONG KONG) CO LTD,14000,4000,0.0,0.0,2011-07-22
B01842,BOCOM INTERNATIONAL SECURITIES LTD,25408000,218000,0.32,0.0,2011-07-22
B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,97034000,7800000,1.22,0.1,2011-07-22
B01623,TAI FUNG KUENTAI SECURITIES CO LTD,4134000,20000,0.05,0.0,2011-07-22
B01607,RHB SECURITIES HONG KONG LTD,14666000,30000,0.18,0.0,2011-07-22
B01565,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,14454000,-2000,0.18,-0.0,2011-07-22
B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,594000,574000,0.01,0.01,2011-07-22
B01407,WIN WONG SECURITIES LTD,1214000,100000,0.02,0.0,2011-07-22
B01224,MERRILL LYNCH FAR EAST LTD,538000,216000,0.01,0.0,2011-07-22
B01148,CHINA MERCHANTS SECURITIES (HK) CO LTD,107448000,-7900000,1.35,-0.1,2011-07-22
B01143,HAITONG INTERNATIONAL SECURITIES CO LTD,1148398000,-2598000,14.48,-0.03,2011-07-22
B01130,BOCI SECURITIES LTD,85752000,-20000,1.08,-0.0,2011-07-22
B01086,SUN HUNG KAI INVESTMENT SERVICES LTD,12820000,500000,0.16,0.01,2011-07-22
,Total changed named holdings,2227866500,0,28.09,0.0,
,Unchanged named holdings,1092386180,0,13.78,0.0,
,Total named holdings,3320252680,0,41.87,0.0,
,Unnamed Investor Participants,3768000,0,0.05,0.0,
,Total securities in CCASS,3324020680,0,41.92,0.0,
,Securities not in CCASS,4606146004,0,58.08,0.0,
,Issued securities,7930166684,0,100.0,0.0,30-Jun-2011
