CCASS ID,Name,Holding,Change,Stake%,StakeΔ %,Lastholding
C00088,CHINA MERCHANTS BANK CO LTD,7623743,48000,0.14,0.0,2015-07-02
C00041,OCBC WING HANG BANK LTD,436171,-8000,0.01,-0.0,2015-07-02
C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,28328934,-1748000,0.53,-0.03,2015-07-02
C00037,SHANGHAI COMMERCIAL BANK LTD,12472713,-512000,0.24,-0.01,2015-07-02
C00036,CHINA CONSTRUCTION BANK (ASIA),27744670,-280000,0.52,-0.01,2015-07-02
C00033,BANK OF CHINA (HONG KONG) LTD,104328095,-2356600,1.97,-0.04,2015-07-02
C00028,NANYANG COMMERCIAL BANK LTD,19404398,-292000,0.37,-0.01,2015-07-02
C00019,THE HONGKONG AND SHANGHAI BANKING,370259607,-3828000,6.98,-0.07,2015-07-02
C00015,DBS BANK (HONG KONG) LTD,642032,100000,0.01,0.0,2015-07-02
C00010,CITIBANK N.A.,56987386,-148000,1.07,-0.0,2015-07-02
C00003,THE BANK OF EAST ASIA LTD,5393748,-52000,0.1,-0.0,2015-07-02
C00002,BANK OF COMMUNICATIONS TRUSTEE LTD,1880162,-181000,0.04,-0.0,2015-07-02
B01959,ZHONGTAI INTERNATIONAL SECURITIES LTD,148000,144000,0.0,0.0,2015-07-02
B01955,FUTU SECURITIES INTERNATIONAL,2244000,-52000,0.04,-0.0,2015-07-02
B01948,CAITONG INTERNATIONAL SECURITIES CO LTD,492000,464000,0.01,0.01,2015-07-02
B01945,INTEGRITY SECURITIES LTD,43134000,-184000,0.81,-0.0,2015-07-02
B01940,SOFI SECURITIES (HONG KONG) LTD,37000,12000,0.0,0.0,2015-07-02
B01936,MIGHTY BROKERAGE (ASIA) LTD,2000000,2000000,0.04,0.04,2015-07-02
B01930,PRIME COURAGE SECURITIES CO LTD,147768796,-2200000,2.79,-0.04,2015-07-02
B01890,GUOSEN SECURITIES (HK) BROKERAGE CO LTD,5879508,-216000,0.11,-0.0,2015-07-02
B01882,PING AN OF CHINA SECURITIES (HONG KONG),48830917,-2768000,0.92,-0.05,2015-07-02
B01853,CMBC SECURITIES CO LTD,3081,1000,0.0,0.0,2015-07-02
B01849,CIS SECURITIES ASSET MANAGEMENT LTD,84000,40000,0.0,0.0,2015-07-02
B01843,TD KING SECURITIES LTD,295000,40000,0.01,0.0,2015-07-02
B01831,NERICO BROTHERS LTD,0,-80000,0.0,-0.0,2015-07-02
B01829,HUATAI FINANCIAL HOLDINGS (HONG KONG),1884000,-100000,0.04,-0.0,2015-07-02
B01826,GF SECURITIES (HONG KONG) BROKERAGE LTD,40636851,84000,0.77,0.0,2015-07-02
B01825,GUOYUAN SECURITIES BROKERAGE (HONG KONG),21648000,300000,0.41,0.01,2015-07-02
B01818,I-ACCESS INVESTORS LTD,502000,20000,0.01,0.0,2015-07-02
B01809,CHINA SYSTEM SECURITIES LTD,1064000,-68000,0.02,-0.0,2015-07-02
B01789,HO FUNG SHARES INVESTMENT LTD,232104,-72000,0.0,-0.0,2015-07-02
B01769,ONE CHINA SECURITIES LTD,873,-400,0.0,-0.0,2015-07-02
B01762,DBS VICKERS (HONG KONG) LTD,1435714,-80000,0.03,-0.0,2015-07-02
B01740,BOOM.COM LTD,152800,-140000,0.0,-0.0,2015-07-02
B01731,SHUN HENG SECURITIES LTD,35000,-48000,0.0,-0.0,2015-07-02
B01727,ICBC (ASIA) SECURITIES LTD,17916325,7892000,0.34,0.15,2015-07-02
B01716,ORIENT SECURITIES LTD,0,-640000,0.0,-0.01,2015-07-02
B01710,SINO-RICH SECURITIES & FUTURES LTD,40000,-20000,0.0,-0.0,2015-07-02
B01700,REALINK FINANCIAL TRADE LTD,221600,-176000,0.0,-0.0,2015-07-02
B01695,DAH SING SECURITIES LTD,6183600,1908000,0.12,0.04,2015-07-02
B01694,POWER SECURITIES CO LTD,16000,-700000,0.0,-0.01,2015-07-02
B01686,FIRST SHANGHAI SECURITIES LTD,8163139,-544000,0.15,-0.01,2015-07-02
B01673,FULBRIGHT SECURITIES LTD,2665600,-1883000,0.05,-0.04,2015-07-02
B01668,BRIGHT SMART SECURITIES INTERNATIONAL,4945600,128000,0.09,0.0,2015-07-02
B01661,HERMES SECURITIES LTD,120000,120000,0.0,0.0,2015-07-02
B01649,CINDA INTERNATIONAL SECURITIES LTD,603400,-160000,0.01,-0.0,2015-07-02
B01636,BUSINESS SECURITIES LTD,776000,-100000,0.01,-0.0,2015-07-02
B01610,KGI ASIA LTD,3337126,172000,0.06,0.0,2015-07-02
B01607,RHB SECURITIES HONG KONG LTD,926000,-116000,0.02,-0.0,2015-07-02
B01590,INTERACTIVE BROKERS HONG KONG LTD,928000,20000,0.02,0.0,2015-07-02
B01584,CHIEF SECURITIES LTD,1370228,196000,0.03,0.0,2015-07-02
B01569,TANG PING KONG LTD,0,-60000,0.0,-0.0,2015-07-02
B01565,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,14162314,9984000,0.27,0.19,2015-07-02
B01564,ABCI SECURITIES CO LTD,96200,72000,0.0,0.0,2015-07-02
B01563,HUARONG INTERNATIONAL SECURITIES LTD,989400,-20000,0.02,-0.0,2015-07-02
B01551,YUE XIU SECURITIES CO LTD,509200,-400000,0.01,-0.01,2015-07-02
