CCASS ID,Name,Holding,Change,Stake%,StakeΔ %,Lastholding
C00048,CHIYU BANKING CORPORATION LTD,95400,40000,0.01,0.0,2013-12-17
C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,8079534,-784000,0.79,-0.08,2013-12-17
C00033,BANK OF CHINA (HONG KONG) LTD,59831817,-288000,5.87,-0.03,2013-12-17
C00019,THE HONGKONG AND SHANGHAI BANKING,85821190,340000,8.42,0.03,2013-12-17
C00002,BANK OF COMMUNICATIONS TRUSTEE LTD,896362,100000,0.09,0.01,2013-12-17
B01929,CHINA GALAXY INTERNATIONAL SECURITIES,460000,92000,0.05,0.01,2013-12-17
B01905,ESSENCE INTERNATIONAL SECURITIES,2281000,-200000,0.22,-0.02,2013-12-17
B01853,CMBC SECURITIES CO LTD,5420,2400,0.0,0.0,2013-12-17
B01843,TD KING SECURITIES LTD,63000,-12000,0.01,-0.0,2013-12-17
B01842,BOCOM INTERNATIONAL SECURITIES LTD,5828284,200000,0.57,0.02,2013-12-17
B01818,I-ACCESS INVESTORS LTD,48000,28000,0.0,0.0,2013-12-17
B01789,HO FUNG SHARES INVESTMENT LTD,146604,-8000,0.01,-0.0,2013-12-17
B01777,DAIWA CAPITAL MARKETS HONG KONG LTD,61200,-2400,0.01,-0.0,2013-12-17
B01769,ONE CHINA SECURITIES LTD,1251,-1600,0.0,-0.0,2013-12-17
B01727,ICBC (ASIA) SECURITIES LTD,18908925,860000,1.85,0.08,2013-12-17
B01668,BRIGHT SMART SECURITIES INTERNATIONAL,221600,100000,0.02,0.01,2013-12-17
B01649,CINDA INTERNATIONAL SECURITIES LTD,115400,40000,0.01,0.0,2013-12-17
B01625,METRO CAPITAL SECURITIES LTD,4724657,-688000,0.46,-0.07,2013-12-17
B01623,TAI FUNG KUENTAI SECURITIES CO LTD,293600,40000,0.03,0.0,2013-12-17
B01584,CHIEF SECURITIES LTD,176542,32000,0.02,0.0,2013-12-17
B01565,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,731314,-88000,0.07,-0.01,2013-12-17
B01514,KARL-THOMSON SECURITIES CO LTD,225400,-40000,0.02,-0.0,2013-12-17
B01497,SINOPAC SECURITIES (ASIA) LTD,699000,-116000,0.07,-0.01,2013-12-17
B01491,CREDIT SUISSE SECURITIES (HONG KONG) LTD,64000,4000,0.01,0.0,2013-12-17
B01460,BERICH BROKERAGE LTD,3514228,84000,0.34,0.01,2013-12-17
B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,0,-4000,0.0,-0.0,2013-12-17
B01438,KINGSTON SECURITIES LTD,200000,100000,0.02,0.01,2013-12-17
B01345,PHILLIP SECURITIES (HONG KONG) LTD,1276758,12000,0.13,0.0,2013-12-17
B01340,LEHIN SECURITIES LTD,51731,40000,0.01,0.0,2013-12-17
B01297,ONSHINE SECURITIES LTD,668000,320000,0.07,0.03,2013-12-17
B01284,HANG SENG SECURITIES LTD,9531267,-180000,0.93,-0.02,2013-12-17
B01265,OCBC WING HANG SHARES BROKERAGE CO. LTD,0,-20000,0.0,-0.0,2013-12-17
B01156,CMB INTERNATIONAL GLOBAL MARKETS LTD,1231060,52000,0.12,0.01,2013-12-17
B01148,CHINA MERCHANTS SECURITIES (HK) CO LTD,11474543,144000,1.13,0.01,2013-12-17
B01143,HAITONG INTERNATIONAL SECURITIES CO LTD,23429923,-318400,2.3,-0.03,2013-12-17
B01137,CHOW SANG SANG SECURITIES LTD,195912,60000,0.02,0.01,2013-12-17
B01129,WOCOM SECURITIES LTD,25000,20000,0.0,0.0,2013-12-17
B01119,CELESTIAL SECURITIES LTD,609800,40000,0.06,0.0,2013-12-17
,Total changed named holdings,241987722,0,23.73,0.0,
,Unchanged named holdings,138105082,0,13.55,0.0,
,Total named holdings,380092804,0,37.28,0.0,
,Unnamed Investor Participants,281255,0,0.03,0.0,
,Total securities in CCASS,380374059,0,37.31,0.0,
,Securities not in CCASS,639218799,0,62.69,0.0,
,Issued securities,1019592858,0,100.0,0.0,30-Nov-2013
