CCASS ID,Name,Holding,Change,Stake%,StakeΔ %,Lastholding
C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,12532253,248000,1.23,0.02,2013-01-11
C00037,SHANGHAI COMMERCIAL BANK LTD,12144598,-4000,1.19,-0.0,2013-01-11
C00033,BANK OF CHINA (HONG KONG) LTD,55221431,50286,5.42,0.0,2013-01-11
C00019,THE HONGKONG AND SHANGHAI BANKING,60381201,-898000,5.92,-0.09,2013-01-11
C00010,CITIBANK N.A.,4605728,80000,0.45,0.01,2013-01-11
C00002,BANK OF COMMUNICATIONS TRUSTEE LTD,988762,12000,0.1,0.0,2013-01-11
B01939,SOOCHOW SECURITIES INTERNATIONAL,228000,-8000,0.02,-0.0,2013-01-11
B01930,PRIME COURAGE SECURITIES CO LTD,9046000,-136000,0.89,-0.01,2013-01-11
B01853,CMBC SECURITIES CO LTD,21021,-1237,0.0,-0.0,2013-01-11
B01842,BOCOM INTERNATIONAL SECURITIES LTD,3062198,-51763,0.3,-0.01,2013-01-11
B01795,RAFFAELLO SECURITIES (HK) LTD,200000,24000,0.02,0.0,2013-01-11
B01769,ONE CHINA SECURITIES LTD,1228,-286,0.0,-0.0,2013-01-11
B01727,ICBC (ASIA) SECURITIES LTD,13406925,1032000,1.31,0.1,2013-01-11
B01686,FIRST SHANGHAI SECURITIES LTD,7514915,-28000,0.74,-0.0,2013-01-11
B01668,BRIGHT SMART SECURITIES INTERNATIONAL,126600,-100000,0.01,-0.01,2013-01-11
B01646,TAI NING STOCK CO LTD,6000,-1000,0.0,-0.0,2013-01-11
B01632,WAI FAT SECURITIES LTD,0,-50000,0.0,-0.0,2013-01-11
B01606,EWARTON SECURITIES LTD,0,-40000,0.0,-0.0,2013-01-11
B01584,CHIEF SECURITIES LTD,497441,20000,0.05,0.0,2013-01-11
B01556,LUK FOOK SECURITIES (HK) LTD,852800,-5000,0.08,-0.0,2013-01-11
B01546,WO FUNG SECURITIES CO LTD,33143,-1000,0.0,-0.0,2013-01-11
B01460,BERICH BROKERAGE LTD,4266228,-416000,0.42,-0.04,2013-01-11
B01284,HANG SENG SECURITIES LTD,7698681,50000,0.76,0.0,2013-01-11
B01275,SANFULL SECURITIES LTD,290571,60000,0.03,0.01,2013-01-11
B01266,PREMIER Q SECURITIES LTD,4336000,16000,0.43,0.0,2013-01-11
B01264,KIM ENG SECURITIES (HONG KONG) LTD,2512000,-80000,0.25,-0.01,2013-01-11
B01240,TSUN CHI YUEN SECURITIES CO LTD,8618,6800,0.0,0.0,2013-01-11
B01224,MERRILL LYNCH FAR EAST LTD,50578,8000,0.0,0.0,2013-01-11
B01217,TAIPING SECURITIES (HK) CO LTD,34000,-1600,0.0,-0.0,2013-01-11
B01148,CHINA MERCHANTS SECURITIES (HK) CO LTD,13922543,296000,1.37,0.03,2013-01-11
B01130,BOCI SECURITIES LTD,6698544,-81200,0.66,-0.01,2013-01-11
,Total changed named holdings,220688007,0,21.64,0.0,
,Unchanged named holdings,159372237,0,15.63,0.0,
,Total named holdings,380060244,0,37.28,0.0,
,Unnamed Investor Participants,329255,0,0.03,0.0,
,Total securities in CCASS,380389499,0,37.31,0.0,
,Securities not in CCASS,639203359,0,62.69,0.0,
,Issued securities,1019592858,0,100.0,0.0,31-Dec-2012
