CCASS ID,Name,Holding,Change,Stake%,StakeΔ %,Lastholding
C00093,BNP PARIBAS SECURITIES SERVICES,32200,32000,0.0,0.0,2017-10-06
C00033,BANK OF CHINA (HONG KONG) LTD,94078987,20000,1.44,0.0,2017-10-06
B01551,YUE XIU SECURITIES CO LTD,309200,8000,0.0,0.0,2017-10-06
B01497,SINOPAC SECURITIES (ASIA) LTD,661809643,-60000,10.15,-0.0,2017-10-06
B01460,BERICH BROKERAGE LTD,300000,100000,0.0,0.0,2017-10-06
B01323,DEUTSCHE SECURITIES ASIA LTD,464000,8000,0.01,0.0,2017-10-06
B01130,BOCI SECURITIES LTD,15177744,-8000,0.23,-0.0,2017-10-06
,Total changed named holdings,772171774,100000,11.85,0.0,
,Unchanged named holdings,4812865360,0,73.84,0.0,
,Total named holdings,5585037134,100000,85.68,0.0,
,Unnamed Investor Participants,1056655,-100000,0.02,-0.0,
,Total securities in CCASS,5586093789,0,85.7,0.0,
,Securities not in CCASS,932245163,0,14.3,0.0,
,Issued securities,6518338952,0,100.0,0.0,30-Sep-2017
