CCASS ID,Name,Holding,Change,Stake%,StakeΔ %,Lastholding
C00048,CHIYU BANKING CORPORATION LTD,3588000,-182000,0.05,-0.0,2010-03-25
C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,13624000,36000,0.17,0.0,2010-03-25
C00037,SHANGHAI COMMERCIAL BANK LTD,9884000,1100000,0.12,0.01,2010-03-25
C00033,BANK OF CHINA (HONG KONG) LTD,81824000,130000,1.03,0.0,2010-03-25
C00028,NANYANG COMMERCIAL BANK LTD,3968000,20000,0.05,0.0,2010-03-25
C00019,THE HONGKONG AND SHANGHAI BANKING,88180000,1932000,1.11,0.02,2010-03-25
C00015,DBS BANK (HONG KONG) LTD,1554000,100000,0.02,0.0,2010-03-25
C00002,BANK OF COMMUNICATIONS TRUSTEE LTD,12918000,460000,0.16,0.01,2010-03-25
B01868,JIMEI SECURITIES LTD,1300000,-500000,0.02,-0.01,2010-03-25
B01863,CAPITEC SECURITIES LTD,600000,300000,0.01,0.0,2010-03-25
B01860,KVB KUNLUN SECURITIES (HK) LTD,58000,58000,0.0,0.0,2010-03-25
B01858,YUANTA SECURITIES (HONG KONG) CO LTD,112000,8000,0.0,0.0,2010-03-25
B01851,RICHE BRIGHT SECURITIES LTD,5500000,-500000,0.07,-0.01,2010-03-25
B01850,HAI TONG SECURITIES (HK) BROKERAGE LTD,780240000,-4600000,9.84,-0.06,2010-03-25
B01789,HO FUNG SHARES INVESTMENT LTD,1902943,98000,0.02,0.0,2010-03-25
B01761,KO'S BROTHER SECURITIES CO LTD,384000,-300000,0.0,-0.0,2010-03-25
B01722,CTW SECURITIES LTD,350000,300000,0.0,0.0,2010-03-25
B01712,WAH SANG SECURITIES LTD,420000,400000,0.01,0.01,2010-03-25
B01673,FULBRIGHT SECURITIES LTD,17174000,200000,0.22,0.0,2010-03-25
B01625,METRO CAPITAL SECURITIES LTD,4158000,-200000,0.05,-0.0,2010-03-25
B01610,KGI ASIA LTD,5564000,-436000,0.07,-0.01,2010-03-25
B01608,TC CONCORD SECURITIES LTD,500000,500000,0.01,0.01,2010-03-25
B01607,RHB SECURITIES HONG KONG LTD,5212000,600000,0.07,0.01,2010-03-25
B01606,EWARTON SECURITIES LTD,800000,200000,0.01,0.0,2010-03-25
B01601,CSC SECURITIES (HK) LTD,8802000,54000,0.11,0.0,2010-03-25
B01599,POLARIS SECURITIES (HONG KONG) LTD,2434000,100000,0.03,0.0,2010-03-25
B01588,LEI SHING HONG SECURITIES LTD,320000,100000,0.0,0.0,2010-03-25
B01584,CHIEF SECURITIES LTD,2730000,-530000,0.03,-0.01,2010-03-25
B01546,WO FUNG SECURITIES CO LTD,3210000,180000,0.04,0.0,2010-03-25
B01511,TAT LEE SECURITIES CO LTD,500000,-500000,0.01,-0.01,2010-03-25
B01470,HUNG SING SECURITIES LTD,100000,-600000,0.0,-0.01,2010-03-25
B01469,KAISER SECURITIES LTD,6250000,-250000,0.08,-0.0,2010-03-25
B01462,PING AN SECURITIES LTD,170000,-200000,0.0,-0.0,2010-03-25
B01444,BAILI SECURITIES CO LTD,290000,100000,0.0,0.0,2010-03-25
B01434,BEEVEST SECURITIES LTD,0,-688000,0.0,-0.01,2010-03-25
B01425,WELLFULL SECURITIES CO LTD,2960000,-500000,0.04,-0.01,2010-03-25
B01423,PRUDENTIAL BROKERAGE LTD,2214000,210000,0.03,0.0,2010-03-25
