CCASS ID,Name,Holding,Change,Stake%,StakeΔ %,Lastholding
C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,18646000,-20000,0.24,-0.0,2010-09-22
C00033,BANK OF CHINA (HONG KONG) LTD,108292000,-904000,1.37,-0.01,2010-09-22
C00019,THE HONGKONG AND SHANGHAI BANKING,268704000,484000,3.39,0.01,2010-09-22
C00010,CITIBANK N.A.,8374738,160000,0.11,0.0,2010-09-22
C00002,BANK OF COMMUNICATIONS TRUSTEE LTD,14166000,270000,0.18,0.0,2010-09-22
B01858,YUANTA SECURITIES (HONG KONG) CO LTD,72000,-2000,0.0,-0.0,2010-09-22
B01660,GRANSING SECURITIES CO LTD,50000,-218000,0.0,-0.0,2010-09-22
B01636,BUSINESS SECURITIES LTD,2620000,-4000000,0.03,-0.05,2010-09-22
B01633,ENLIGHTEN SECURITIES LTD,2270000,2000000,0.03,0.03,2010-09-22
B01607,RHB SECURITIES HONG KONG LTD,27308000,-372000,0.34,-0.0,2010-09-22
B01585,SINO GRADE SECURITIES LTD,1594000,-100000,0.02,-0.0,2010-09-22
B01584,CHIEF SECURITIES LTD,3632000,100000,0.05,0.0,2010-09-22
B01565,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,15364000,3550000,0.19,0.04,2010-09-22
B01563,HUARONG INTERNATIONAL SECURITIES LTD,1616000,-360000,0.02,-0.0,2010-09-22
B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,168000,-118000,0.0,-0.0,2010-09-22
B01427,SINCERE SECURITIES LTD,960000,100000,0.01,0.0,2010-09-22
B01345,PHILLIP SECURITIES (HONG KONG) LTD,9272000,-316000,0.12,-0.0,2010-09-22
B01338,EMPEROR SECURITIES LTD,1614000,-400000,0.02,-0.01,2010-09-22
B01324,FUNDERSTONE SECURITIES LTD,3850000,100000,0.05,0.0,2010-09-22
B01284,HANG SENG SECURITIES LTD,55830000,-1000000,0.7,-0.01,2010-09-22
B01224,MERRILL LYNCH FAR EAST LTD,320000,-80000,0.0,-0.0,2010-09-22
B01169,PUBLIC FINANCIAL SECURITIES LTD,570000,100000,0.01,0.0,2010-09-22
B01156,CMB INTERNATIONAL GLOBAL MARKETS LTD,41184000,3500000,0.52,0.04,2010-09-22
B01143,HAITONG INTERNATIONAL SECURITIES CO LTD,580834000,-3974000,7.32,-0.05,2010-09-22
B01089,HSBC BROKING SECURITIES (HONG KONG) LTD,28374000,1500000,0.36,0.02,2010-09-22
,Total changed named holdings,1195684738,0,15.08,0.0,
,Unchanged named holdings,929238903,0,11.72,0.0,
,Total named holdings,2124923641,0,26.8,0.0,
,Unnamed Investor Participants,10796000,0,0.14,0.0,
,Total securities in CCASS,2135719641,0,26.93,0.0,
,Securities not in CCASS,5794447043,0,73.07,0.0,
,Issued securities,7930166684,0,100.0,0.0,31-Aug-2010
