CCASS ID,Name,Holding,Change,Stake%,StakeΔ %,Lastholding
C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,92108000,-308000,1.16,-0.0,2011-06-09
C00028,NANYANG COMMERCIAL BANK LTD,51518000,40000,0.65,0.0,2011-06-09
C00019,THE HONGKONG AND SHANGHAI BANKING,411644500,30000,5.19,0.0,2011-06-09
B01607,RHB SECURITIES HONG KONG LTD,9830000,-102000,0.12,-0.0,2011-06-09
B01590,INTERACTIVE BROKERS HONG KONG LTD,0,-200000,0.0,-0.0,2011-06-09
B01514,KARL-THOMSON SECURITIES CO LTD,3410000,-100000,0.04,-0.0,2011-06-09
B01228,CITIC SECURITIES BROKERAGE (HK) LTD,12720000,400000,0.16,0.01,2011-06-09
B01156,CMB INTERNATIONAL GLOBAL MARKETS LTD,12456000,-30000,0.16,-0.0,2011-06-09
B01148,CHINA MERCHANTS SECURITIES (HK) CO LTD,132130000,-502000,1.67,-0.01,2011-06-09
B01143,HAITONG INTERNATIONAL SECURITIES CO LTD,1199399163,-668000,15.12,-0.01,2011-06-09
B01130,BOCI SECURITIES LTD,79914000,-60000,1.01,-0.0,2011-06-09
B01118,EAST ASIA SECURITIES CO LTD,12870000,500000,0.16,0.01,2011-06-09
B01089,HSBC BROKING SECURITIES (HONG KONG) LTD,39938000,1000000,0.5,0.01,2011-06-09
,Total changed named holdings,2057937663,0,25.95,0.0,
,Unchanged named holdings,1262235017,0,15.92,0.0,
,Total named holdings,3320172680,0,41.87,0.0,
,Unnamed Investor Participants,3768000,0,0.05,0.0,
,Total securities in CCASS,3323940680,0,41.92,0.0,
,Securities not in CCASS,4606226004,0,58.08,0.0,
,Issued securities,7930166684,0,100.0,0.0,31-May-2011
