CCASS ID,Name,Holding,Change,Stake%,StakeΔ %,Lastholding
C00093,BNP PARIBAS SECURITIES SERVICES,24200,-20000,0.0,-0.0,2017-04-05
C00074,DEUTSCHE BANK AG,387538,-184000,0.01,-0.0,2017-04-05
C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,14439534,4000,0.22,0.0,2017-04-05
C00033,BANK OF CHINA (HONG KONG) LTD,93092587,128000,1.43,0.0,2017-04-05
C00019,THE HONGKONG AND SHANGHAI BANKING,272350317,-668000,4.18,-0.01,2017-04-05
C00010,CITIBANK N.A.,42432977,-20000,0.65,-0.0,2017-04-05
B01930,PRIME COURAGE SECURITIES CO LTD,131652303,-200000,2.02,-0.0,2017-04-05
B01929,CHINA GALAXY INTERNATIONAL SECURITIES,2692000,600000,0.04,0.01,2017-04-05
B01863,CAPITEC SECURITIES LTD,500000,-100000,0.01,-0.0,2017-04-05
B01818,I-ACCESS INVESTORS LTD,206000,-24000,0.0,-0.0,2017-04-05
B01768,WINTONE SECURITIES LTD,8000,8000,0.0,0.0,2017-04-05
B01727,ICBC (ASIA) SECURITIES LTD,4954325,-4000,0.08,-0.0,2017-04-05
B01556,LUK FOOK SECURITIES (HK) LTD,1753927,-120000,0.03,-0.0,2017-04-05
B01514,KARL-THOMSON SECURITIES CO LTD,3015400,1856000,0.05,0.03,2017-04-05
B01497,SINOPAC SECURITIES (ASIA) LTD,389185643,36000,5.97,0.0,2017-04-05
B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,80000,80000,0.0,0.0,2017-04-05
B01353,UOB KAY HIAN (HONG KONG) LTD,3474172,-372000,0.05,-0.01,2017-04-05
B01323,DEUTSCHE SECURITIES ASIA LTD,100000,-12000,0.0,-0.0,2017-04-05
B01284,HANG SENG SECURITIES LTD,33239754,-40000,0.51,-0.0,2017-04-05
B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,1032000,-36000,0.02,-0.0,2017-04-05
B01143,HAITONG INTERNATIONAL SECURITIES CO LTD,37475584,-260000,0.57,-0.0,2017-04-05
B01118,EAST ASIA SECURITIES CO LTD,661205,-52000,0.01,-0.0,2017-04-05
B01115,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,10341768,-100000,0.16,-0.0,2017-04-05
B01086,SUN HUNG KAI INVESTMENT SERVICES LTD,21083899,-500000,0.32,-0.01,2017-04-05
,Total changed named holdings,1064183133,0,16.33,0.0,
,Unchanged named holdings,4652463256,0,71.37,0.0,
,Total named holdings,5716646389,0,87.7,0.0,
,Unnamed Investor Participants,756655,0,0.01,0.0,
,Total securities in CCASS,5717403044,0,87.71,0.0,
,Securities not in CCASS,800935908,0,12.29,0.0,
,Issued securities,6518338952,0,100.0,0.0,31-Mar-2017
