CCASS ID,Name,Holding,Change,Stake%,StakeΔ %,Lastholding
C00100,"JPMORGAN CHASE BANK, NATIONAL",76000,-4000,0.0,-0.0,2017-05-22
C00093,BNP PARIBAS SECURITIES SERVICES,52200,-4000,0.0,-0.0,2017-05-22
C00074,DEUTSCHE BANK AG,239538,-20000,0.0,-0.0,2017-05-22
C00042,CMB WING LUNG BANK LTD,1643884,-400,0.03,-0.0,2017-05-22
C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,16607534,432000,0.25,0.01,2017-05-22
C00019,THE HONGKONG AND SHANGHAI BANKING,274895917,-200000,4.22,-0.0,2017-05-22
B01818,I-ACCESS INVESTORS LTD,234000,-400000,0.0,-0.01,2017-05-22
B01769,ONE CHINA SECURITIES LTD,334833,400,0.01,0.0,2017-05-22
B01680,SUCCESS SECURITIES LTD,0,-500000,0.0,-0.01,2017-05-22
B01633,ENLIGHTEN SECURITIES LTD,2480000,80000,0.04,0.0,2017-05-22
B01620,VICTORY ENTERPRISES (INVESTMENT) LTD,0,-2000,0.0,-0.0,2017-05-22
B01508,SOUTHWEST SECURITIES (HK) BROKERAGE LTD,9381524,-200000,0.14,-0.0,2017-05-22
B01497,SINOPAC SECURITIES (ASIA) LTD,475826928,1060000,7.3,0.02,2017-05-22
B01275,SANFULL SECURITIES LTD,2378571,400000,0.04,0.01,2017-05-22
B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,464000,-20000,0.01,-0.0,2017-05-22
B01267,WINFULL SECURITIES LTD,168000,2000,0.0,0.0,2017-05-22
B01183,CHONG HING SECURITIES LTD,701000,8000,0.01,0.0,2017-05-22
B01130,BOCI SECURITIES LTD,15128744,-632000,0.23,-0.01,2017-05-22
,Total changed named holdings,800612673,0,12.28,0.0,
,Unchanged named holdings,4900831731,0,75.19,0.0,
,Total named holdings,5701444404,0,87.47,0.0,
,Unnamed Investor Participants,756655,0,0.01,0.0,
,Total securities in CCASS,5702201059,0,87.48,0.0,
,Securities not in CCASS,816137893,0,12.52,0.0,
,Issued securities,6518338952,0,100.0,0.0,30-Apr-2017
