CCASS ID,Name,Holding,Change,Stake%,StakeΔ %,Lastholding
C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,10381106,-32000,1.02,-0.0,2013-04-19
C00036,CHINA CONSTRUCTION BANK (ASIA),391400,-12000,0.04,-0.0,2013-04-19
C00033,BANK OF CHINA (HONG KONG) LTD,55134159,-10600,5.41,-0.0,2013-04-19
C00019,THE HONGKONG AND SHANGHAI BANKING,65811313,-8000,6.45,-0.0,2013-04-19
B01905,ESSENCE INTERNATIONAL SECURITIES,613000,64000,0.06,0.01,2013-04-19
B01890,GUOSEN SECURITIES (HK) BROKERAGE CO LTD,2374108,96000,0.23,0.01,2013-04-19
B01769,ONE CHINA SECURITIES LTD,1150,-1000,0.0,-0.0,2013-04-19
B01686,FIRST SHANGHAI SECURITIES LTD,8028915,20000,0.79,0.0,2013-04-19
B01623,TAI FUNG KUENTAI SECURITIES CO LTD,255600,-400,0.03,-0.0,2013-04-19
B01584,CHIEF SECURITIES LTD,183584,-8000,0.02,-0.0,2013-04-19
B01565,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,1036314,40000,0.1,0.0,2013-04-19
B01563,HUARONG INTERNATIONAL SECURITIES LTD,74400,20000,0.01,0.0,2013-04-19
B01416,VC BROKERAGE LTD,265143,12000,0.03,0.0,2013-04-19
B01353,UOB KAY HIAN (HONG KONG) LTD,1399372,-60000,0.14,-0.01,2013-04-19
B01345,PHILLIP SECURITIES (HONG KONG) LTD,1114989,-20000,0.11,-0.0,2013-04-19
B01284,HANG SENG SECURITIES LTD,8415131,-24000,0.83,-0.0,2013-04-19
B01264,KIM ENG SECURITIES (HONG KONG) LTD,1772000,-460000,0.17,-0.05,2013-04-19
B01252,CORPORATE BROKERS LTD,29000,12000,0.0,0.0,2013-04-19
B01228,CITIC SECURITIES BROKERAGE (HK) LTD,2026505,-36000,0.2,-0.0,2013-04-19
B01148,CHINA MERCHANTS SECURITIES (HK) CO LTD,12806543,408000,1.26,0.04,2013-04-19
,Total changed named holdings,172113732,0,16.88,0.0,
,Unchanged named holdings,208104512,0,20.41,0.0,
,Total named holdings,380218244,0,37.29,0.0,
,Unnamed Investor Participants,321255,0,0.03,0.0,
,Total securities in CCASS,380539499,0,37.32,0.0,
,Securities not in CCASS,639053359,0,62.68,0.0,
,Issued securities,1019592858,0,100.0,0.0,31-Mar-2013
