CCASS ID,Name,Holding,Change,Stake%,StakeΔ %,Lastholding
C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,14969705,-124000,0.23,-0.0,2018-07-26
C00033,BANK OF CHINA (HONG KONG) LTD,78263766,-100000,1.2,-0.0,2018-07-26
C00019,THE HONGKONG AND SHANGHAI BANKING,292990856,116000,4.48,0.0,2018-07-26
C00010,CITIBANK N.A.,2661872,12000,0.04,0.0,2018-07-26
B01929,CHINA GALAXY INTERNATIONAL SECURITIES,592000,-120000,0.01,-0.0,2018-07-26
B01832,MIZUHO SECURITIES ASIA LTD,328000,328000,0.01,0.01,2018-07-26
B01673,FULBRIGHT SECURITIES LTD,43000,-200000,0.0,-0.0,2018-07-26
B01556,LUK FOOK SECURITIES (HK) LTD,529927,-348000,0.01,-0.01,2018-07-26
B01497,SINOPAC SECURITIES (ASIA) LTD,625536080,500000,9.56,0.01,2018-07-26
B01224,MERRILL LYNCH FAR EAST LTD,451181,-40000,0.01,-0.0,2018-07-26
B01086,SUN HUNG KAI INVESTMENT SERVICES LTD,9956899,-24000,0.15,-0.0,2018-07-26
,Total changed named holdings,1026323286,0,15.68,0.0,
,Unchanged named holdings,5136685561,0,78.48,0.0,
,Total named holdings,6163008847,0,94.15,0.0,
,Unnamed Investor Participants,441655,0,0.01,0.0,
,Total securities in CCASS,6163450502,0,94.16,0.0,
,Securities not in CCASS,382170629,0,5.84,0.0,
,Issued securities,6545621131,0,100.0,0.0,25-Jul-2018
