atDate,settleDate,susp,closing,bid,ask,low,high,vol,turn,VWAP,adjClose,adjBid,adjAsk,adjLow,adjHigh,adjVol,adjVWAP,totalRet
2018-08-27,2018-08-29,0,0.72,0.69,0.75,0,0,0,0,0,0.72,0.69,0.75,0,0,0,0,0
2018-08-24,2018-08-28,0,0.72,0.71,0.76,0.7,0.76,428000,310040,0.72439252,0.72,0.71,0.76,0.7,0.76,428000,0.72439,-0.04
2018-08-23,2018-08-27,0,0.75,0.7,0.75,0.73,0.76,584000,433520,0.74232877,0.75,0.7,0.75,0.73,0.76,584000,0.74233,0.01351
2018-08-22,2018-08-24,0,0.74,0.68,0.76,0,0,0,0,0,0.74,0.68,0.76,0,0,0,0,0
2018-08-21,2018-08-23,0,0.74,0.7,0.74,0.74,0.74,5500000,4070000,0.74,0.74,0.7,0.74,0.74,0.74,5500000,0.74,0.02778
2018-08-20,2018-08-22,0,0.72,0.69,0.74,0.69,0.74,88000,63840,0.72545455,0.72,0.69,0.74,0.69,0.74,88000,0.72545,0.04348
2018-08-17,2018-08-21,0,0.69,0.68,0.73,0.69,0.72,488000,350520,0.71827869,0.69,0.68,0.73,0.69,0.72,488000,0.71828,-0.04167
2018-08-16,2018-08-20,0,0.72,0.68,0.72,0,0,0,0,0,0.72,0.68,0.72,0,0,0,0,0
2018-08-15,2018-08-17,0,0.72,0.7,0.72,0.68,0.72,3618000,2562860,0.70836374,0.72,0.7,0.72,0.68,0.72,3618000,0.70836,0.04348
2018-08-14,2018-08-16,0,0.69,0.69,0.7,0.69,0.71,324000,225960,0.69740741,0.69,0.69,0.7,0.69,0.71,324000,0.69741,-0.05479
2018-08-13,2018-08-15,0,0.73,0.7,0.73,0,0,0,0,0,0.73,0.7,0.73,0,0,0,0,0
2018-08-10,2018-08-14,0,0.73,0.71,0.73,0.73,0.74,400000,294000,0.735,0.73,0.71,0.73,0.73,0.74,400000,0.735,-0.01351
2018-08-09,2018-08-13,0,0.74,0.72,0.74,0.73,0.74,252600,186854,0.73972288,0.74,0.72,0.74,0.73,0.74,252600,0.73972,-0.01333
2018-08-08,2018-08-10,0,0.75,0.72,0.75,0.74,0.75,216000,160000,0.74074074,0.75,0.72,0.75,0.74,0.75,216000,0.74074,-0.03846
2018-08-07,2018-08-09,0,0.78,0.75,0.78,0.68,0.78,776800,574530,0.73961123,0.78,0.75,0.78,0.68,0.78,776800,0.73961,0.11429
2018-08-06,2018-08-08,0,0.7,0.69,0.71,0.69,0.73,416000,292080,0.70211538,0.7,0.69,0.71,0.69,0.73,416000,0.70212,-0.01408
2018-08-03,2018-08-07,0,0.71,0.7,0.73,0.71,0.73,220000,156920,0.71327273,0.71,0.7,0.73,0.71,0.73,220000,0.71327,-0.0274
2018-08-02,2018-08-06,0,0.73,0.73,0.74,0.73,0.74,5412000,3950840,0.73001478,0.73,0.73,0.74,0.73,0.74,5412000,0.73001,-0.01351
2018-08-01,2018-08-03,0,0.74,0.73,0.74,0.72,0.74,1468000,1077720,0.73414169,0.74,0.73,0.74,0.72,0.74,1468000,0.73414,-0.02632
2018-07-31,2018-08-02,0,0.76,0.74,0.75,0.71,0.77,3668000,2682280,0.73126499,0.76,0.74,0.75,0.71,0.77,3668000,0.73126,0.07042
2018-07-30,2018-08-01,0,0.71,0.71,0.73,0.67,0.72,19927000,14173900,0.71129121,0.71,0.71,0.73,0.67,0.72,19927000,0.71129,-0.01389
2018-07-27,2018-07-31,0,0.72,0.72,0.73,0.72,0.73,19717000,14196250,0.72000051,0.72,0.72,0.73,0.72,0.73,19717000,0.72,-0.0137
2018-07-26,2018-07-30,0,0.73,0.71,0.73,0.72,0.73,3336000,2405360,0.72103118,0.73,0.71,0.73,0.72,0.73,3336000,0.72103,0
2018-07-25,2018-07-27,0,0.73,0.72,0.73,0.72,0.73,3388000,2447600,0.72243211,0.73,0.72,0.73,0.72,0.73,3388000,0.72243,0
2018-07-24,2018-07-26,0,0.73,0.72,0.73,0.72,0.73,3264000,2356200,0.721875,0.73,0.72,0.73,0.72,0.73,3264000,0.72188,0
2018-07-23,2018-07-25,0,0.73,0.71,0.73,0.72,0.73,3316000,2394960,0.72224367,0.73,0.71,0.73,0.72,0.73,3316000,0.72224,0
2018-07-20,2018-07-24,0,0.73,0.71,0.73,0.71,0.73,3560000,2562480,0.71979775,0.73,0.71,0.73,0.71,0.73,3560000,0.7198,0.01389
2018-07-19,2018-07-23,0,0.72,0.71,0.73,0.71,0.73,3300000,2371200,0.71854545,0.72,0.71,0.73,0.71,0.73,3300000,0.71855,-0.0137
2018-07-18,2018-07-20,0,0.73,0.72,0.73,0.71,0.73,3876000,2793600,0.72074303,0.73,0.72,0.73,0.71,0.73,3876000,0.72074,-0.01351
2018-07-17,2018-07-19,0,0.74,0.71,0.74,0.71,0.74,3608000,2607200,0.72261641,0.74,0.71,0.74,0.71,0.74,3608000,0.72262,0.0137
2018-07-16,2018-07-18,0,0.73,0.71,0.73,0.71,0.73,3700000,2672440,0.72228108,0.73,0.71,0.73,0.71,0.73,3700000,0.72228,-0.01351
2018-07-13,2018-07-17,0,0.74,0.71,0.74,0.73,0.74,3712000,2718560,0.73237069,0.74,0.71,0.74,0.73,0.74,3712000,0.73237,0
2018-07-12,2018-07-16,0,0.74,0.72,0.75,0.73,0.74,100000,73400,0.734,0.74,0.72,0.75,0.73,0.74,100000,0.734,0.02778
2018-07-11,2018-07-13,0,0.72,0.72,0.73,0.71,0.73,123000,88360,0.71837398,0.72,0.72,0.73,0.71,0.73,123000,0.71837,-0.02703
2018-07-10,2018-07-12,0,0.74,0.72,0.74,0.7,0.74,520000,372400,0.71615385,0.74,0.72,0.74,0.7,0.74,520000,0.71615,-0.01333
2018-07-09,2018-07-11,0,0.75,0.72,0.75,0.72,0.75,25000,18440,0.7376,0.75,0.72,0.75,0.72,0.75,25000,0.7376,0
2018-07-06,2018-07-10,0,0.75,0.72,0.75,0.72,0.75,324000,238760,0.73691358,0.75,0.72,0.75,0.72,0.75,324000,0.73691,0.0274
2018-07-05,2018-07-09,0,0.73,0.72,0.74,0.72,0.74,181000,130620,0.72165746,0.73,0.72,0.74,0.72,0.74,181000,0.72166,-0.02667
2018-07-04,2018-07-06,0,0.75,0.71,0.75,0.75,0.75,12000,9000,0.75,0.75,0.71,0.75,0.75,0.75,12000,0.75,0
2018-07-03,2018-07-05,0,0.75,0.73,0.76,0.75,0.77,56000,42320,0.75571429,0.75,0.73,0.76,0.75,0.77,56000,0.75571,-0.03846
2018-06-29,2018-07-04,0,0.78,0.74,0.78,0.73,0.78,3276800,2464856,0.75221436,0.78,0.74,0.78,0.73,0.78,3276800,0.75221,0
2018-06-28,2018-07-03,0,0.78,0.74,0.78,0.74,0.78,3584000,2688680,0.75018973,0.78,0.74,0.78,0.74,0.78,3584000,0.75019,0.05405
2018-06-27,2018-06-29,0,0.74,0.73,0.74,0.74,0.74,14000,10260,0.73285714,0.74,0.73,0.74,0.74,0.74,14000,0.73286,-0.01333
2018-06-26,2018-06-28,0,0.75,0.72,0.75,0.74,0.75,400000,296280,0.7407,0.75,0.72,0.75,0.74,0.75,400000,0.7407,0
2018-06-25,2018-06-27,0,0.75,0.75,0.76,0.75,0.76,152200,115584,0.75942181,0.75,0.75,0.76,0.75,0.76,152200,0.75942,-0.02597
2018-06-22,2018-06-26,0,0.77,0.75,0.78,0.71,0.78,4304000,3254680,0.75619888,0.77,0.75,0.78,0.71,0.78,4304000,0.7562,0.05479
2018-06-21,2018-06-25,0,0.73,0.73,0.75,0.73,0.75,3941600,2935672,0.74479196,0.73,0.73,0.75,0.73,0.75,3941600,0.74479,-0.03947
2018-06-20,2018-06-22,0,0.76,0.76,0.78,0.75,0.77,3752000,2837480,0.756258,0.76,0.76,0.78,0.75,0.77,3752000,0.75626,0
2018-06-19,2018-06-21,0,0.76,0.73,0.77,0.74,0.78,3909000,2977950,0.76181888,0.76,0.73,0.77,0.74,0.78,3909000,0.76182,-0.01299
2018-06-15,2018-06-20,0,0.77,0.75,0.78,0.77,0.79,4000000,3124800,0.7812,0.77,0.75,0.78,0.77,0.79,4000000,0.7812,0
2018-06-14,2018-06-19,0,0.77,0.76,0.78,0.77,0.8,3168000,2468800,0.77929293,0.77,0.76,0.78,0.77,0.8,3168000,0.77929,-0.02532
2018-06-13,2018-06-15,0,0.79,0.78,0.8,0.78,0.79,3718714,2937555,0.7899384,0.79,0.78,0.8,0.78,0.79,3718714,0.78994,0
2018-06-12,2018-06-14,0,0.79,0.78,0.8,0.78,0.8,3384000,2682400,0.79267139,0.79,0.78,0.8,0.78,0.8,3384000,0.79267,0
2018-06-11,2018-06-13,0,0.79,0.78,0.79,0.79,0.8,1598000,1270520,0.79506884,0.79,0.78,0.79,0.79,0.8,1598000,0.79507,0
2018-06-08,2018-06-12,0,0.79,0.78,0.8,0.78,0.79,3397000,2683470,0.7899529,0.79,0.78,0.8,0.78,0.79,3397000,0.78995,-0.0125
2018-06-07,2018-06-11,0,0.8,0.78,0.8,0.78,0.8,3649000,2908190,0.79698273,0.8,0.78,0.8,0.78,0.8,3649000,0.79698,0
2018-06-06,2018-06-08,0,0.8,0.78,0.8,0.78,0.8,3464000,2736240,0.78990762,0.8,0.78,0.8,0.78,0.8,3464000,0.78991,0
2018-06-05,2018-06-07,0,0.8,0.79,0.8,0.79,0.81,3417000,2705190,0.79168569,0.8,0.79,0.8,0.79,0.81,3417000,0.79169,-0.01235
2018-06-04,2018-06-06,0,0.81,0.79,0.81,0.79,0.85,6603580,5274749,0.79877112,0.81,0.79,0.81,0.79,0.85,6603580,0.79877,0.0125
2018-06-01,2018-06-05,0,0.8,0.76,0.8,0.8,0.8,12000,9600,0.8,0.8,0.76,0.8,0.8,0.8,12000,0.8,0
2018-05-31,2018-06-04,0,0.8,0.8,0.86,0.75,0.8,5384000,4162520,0.77312779,0.8,0.8,0.86,0.75,0.8,5384000,0.77313,0.05263
2018-05-30,2018-06-01,0,0.76,0.75,0.76,0.75,0.76,565600,429608,0.75956153,0.76,0.75,0.76,0.75,0.76,565600,0.75956,-0.03797
2018-05-29,2018-05-31,0,0.79,0.75,0.79,0.76,0.8,408000,317640,0.77852941,0.79,0.75,0.79,0.76,0.8,408000,0.77853,-0.0125
2018-05-28,2018-05-30,0,0.8,0.76,0.8,0.72,0.8,8982000,6697340,0.74564017,0.8,0.76,0.8,0.72,0.8,8982000,0.74564,0.06667
2018-05-25,2018-05-29,0,0.75,0.74,0.75,0.74,0.76,4628000,3451280,0.74573898,0.75,0.74,0.75,0.74,0.76,4628000,0.74574,-0.01316
2018-05-24,2018-05-28,0,0.76,0.73,0.76,0.72,0.76,4282000,3142840,0.73396544,0.76,0.73,0.76,0.72,0.76,4282000,0.73397,0.02703
2018-05-23,2018-05-25,0,0.74,0.73,0.74,0.71,0.75,1760000,1314080,0.74663636,0.74,0.73,0.74,0.71,0.75,1760000,0.74664,-0.02632
2018-05-21,2018-05-24,0,0.76,0.74,0.77,0.76,0.78,3816000,2924840,0.76646751,0.76,0.74,0.77,0.76,0.78,3816000,0.76647,0
2018-05-18,2018-05-23,0,0.76,0.76,0.78,0.73,0.76,3907000,2906380,0.74389045,0.76,0.76,0.78,0.73,0.76,3907000,0.74389,0.0411
2018-05-17,2018-05-21,0,0.73,0.73,0.74,0.72,0.74,476000,349160,0.73352941,0.73,0.73,0.74,0.72,0.74,476000,0.73353,-0.01351
2018-05-16,2018-05-18,0,0.74,0.72,0.74,0.72,0.77,4157000,3082900,0.74161655,0.74,0.72,0.74,0.72,0.77,4157000,0.74162,0
2018-05-15,2018-05-17,0,0.74,0.74,0.77,0.74,0.8,3942000,3025180,0.76742263,0.74,0.74,0.77,0.74,0.8,3942000,0.76742,-0.02632
2018-05-14,2018-05-16,0,0.76,0.76,0.77,0.76,0.76,3900000,2964000,0.76,0.76,0.76,0.77,0.76,0.76,3900000,0.76,0.01333
2018-05-11,2018-05-15,0,0.75,0.75,0.76,0.75,0.76,152000,114800,0.75526316,0.75,0.75,0.76,0.75,0.76,152000,0.75526,0
2018-05-10,2018-05-14,0,0.75,0.75,0.77,0,0,0,0,0,0.75,0.75,0.77,0,0,0,0,0
2018-05-09,2018-05-11,0,0.75,0.74,0.75,0.75,0.76,4132000,3110200,0.75271055,0.75,0.74,0.75,0.75,0.76,4132000,0.75271,-0.01316
2018-05-08,2018-05-10,0,0.76,0.74,0.76,0.74,0.76,3619632,2733898,0.75529722,0.76,0.74,0.76,0.74,0.76,3619632,0.7553,0
2018-05-07,2018-05-09,0,0.76,0.75,0.77,0.75,0.76,3421600,2599952,0.75986439,0.76,0.75,0.77,0.75,0.76,3421600,0.75986,0
2018-05-04,2018-05-08,0,0.76,0.75,0.77,0.75,0.77,4228000,3221120,0.7618543,0.76,0.75,0.77,0.75,0.77,4228000,0.76185,0
2018-05-03,2018-05-07,0,0.76,0.74,0.76,0.74,0.77,5130000,3882400,0.75680312,0.76,0.74,0.76,0.74,0.77,5130000,0.7568,-0.01299
2018-05-02,2018-05-04,0,0.77,0.74,0.77,0.72,0.77,5716000,4326480,0.75690693,0.77,0.74,0.77,0.72,0.77,5716000,0.75691,0.02667
2018-04-30,2018-05-03,0,0.75,0.72,0.75,0.7,0.76,6952000,5080160,0.73074799,0.75,0.72,0.75,0.7,0.76,6952000,0.73075,0.0274
2018-04-27,2018-05-02,0,0.73,0.71,0.73,0.72,0.74,3916000,2845080,0.72652707,0.73,0.71,0.73,0.72,0.74,3916000,0.72653,0
2018-04-26,2018-04-30,0,0.73,0.71,0.73,0.7,0.74,4341000,3118760,0.71844276,0.73,0.71,0.73,0.7,0.74,4341000,0.71844,0
2018-04-25,2018-04-27,0,0.73,0.73,0.74,0.73,0.76,3842800,2857320,0.74355158,0.73,0.73,0.74,0.73,0.76,3842800,0.74355,-0.01351
2018-04-24,2018-04-26,0,0.74,0.73,0.75,0.74,0.8,3756000,2827160,0.75270501,0.74,0.73,0.75,0.74,0.8,3756000,0.75271,-0.02632
2018-04-23,2018-04-25,0,0.76,0.75,0.76,0.75,0.77,3852000,2927160,0.75990654,0.76,0.75,0.76,0.75,0.77,3852000,0.75991,0.01333
2018-04-20,2018-04-24,0,0.75,0.75,0.76,0.75,0.76,3492000,2653400,0.75985109,0.75,0.75,0.76,0.75,0.76,3492000,0.75985,-0.02597
2018-04-19,2018-04-23,0,0.77,0.75,0.77,0.76,0.79,4240000,3270000,0.77122642,0.77,0.75,0.77,0.76,0.79,4240000,0.77123,-0.02532
2018-04-18,2018-04-20,0,0.79,0.77,0.79,0.77,0.85,4052400,3221060,0.79485243,0.79,0.77,0.79,0.77,0.85,4052400,0.79485,0
2018-04-17,2018-04-19,0,0.79,0.77,0.79,0.77,0.81,4052141,3203314,0.79052382,0.79,0.77,0.79,0.77,0.81,4052141,0.79052,0.02597
2018-04-16,2018-04-18,0,0.77,0.76,0.77,0.76,0.78,628000,484280,0.7711465,0.77,0.76,0.77,0.76,0.78,628000,0.77115,-0.02532
2018-04-13,2018-04-17,0,0.79,0.79,0.8,0.77,0.8,200000,157040,0.7852,0.79,0.79,0.8,0.77,0.8,200000,0.7852,0
2018-04-12,2018-04-16,0,0.79,0.77,0.79,0.77,0.82,264000,209400,0.79318182,0.79,0.77,0.79,0.77,0.82,264000,0.79318,-0.02469
2018-04-11,2018-04-13,0,0.81,0.78,0.81,0.77,0.81,353600,275144,0.77812217,0.81,0.78,0.81,0.77,0.81,353600,0.77812,0.05195
2018-04-10,2018-04-12,0,0.77,0.76,0.79,0.76,0.79,1996000,1534680,0.76887776,0.77,0.76,0.79,0.76,0.79,1996000,0.76888,-0.02532
2018-04-09,2018-04-11,0,0.79,0.78,0.79,0.78,0.81,1688000,1339280,0.79341232,0.79,0.78,0.79,0.78,0.81,1688000,0.79341,-0.03659
2018-04-06,2018-04-10,0,0.82,0.81,0.82,0.81,0.83,964832,790850,0.81967638,0.82,0.81,0.82,0.81,0.83,964832,0.81968,0.025
2018-04-04,2018-04-09,0,0.8,0.8,0.82,0.8,0.82,304000,247200,0.81315789,0.8,0.8,0.82,0.8,0.82,304000,0.81316,-0.02439
2018-04-03,2018-04-06,0,0.82,0.81,0.82,0.81,0.82,154000,125240,0.81324675,0.82,0.81,0.82,0.81,0.82,154000,0.81325,0
2018-03-29,2018-04-04,0,0.82,0.82,0.83,0.81,0.83,1468000,1202880,0.81940054,0.82,0.82,0.83,0.81,0.83,1468000,0.8194,0
2018-03-28,2018-04-03,0,0.82,0.81,0.82,0.8,0.83,1380000,1130760,0.8193913,0.82,0.81,0.82,0.8,0.83,1380000,0.81939,-0.02381
2018-03-27,2018-03-29,0,0.84,0.82,0.84,0,0,0,0,0,0.84,0.82,0.84,0,0,0,0,0
2018-03-26,2018-03-28,0,0.84,0.82,0.84,0.84,0.84,220000,182800,0.83090909,0.84,0.82,0.84,0.84,0.84,220000,0.83091,0.02439
2018-03-23,2018-03-27,0,0.82,0.81,0.82,0.8,0.83,1262000,1026880,0.81369255,0.82,0.81,0.82,0.8,0.83,1262000,0.81369,-0.01205
2018-03-22,2018-03-26,0,0.83,0.83,0.84,0.83,0.85,3392000,2847640,0.83951651,0.83,0.83,0.84,0.83,0.85,3392000,0.83952,0
2018-03-21,2018-03-23,0,0.83,0.82,0.84,0.82,0.83,3852000,3197120,0.82998962,0.83,0.82,0.84,0.82,0.83,3852000,0.82999,0.0122
2018-03-20,2018-03-22,0,0.82,0.82,0.83,0.82,0.85,4672000,3903120,0.83542808,0.82,0.82,0.83,0.82,0.85,4672000,0.83543,-0.03529
2018-03-19,2018-03-21,0,0.85,0.84,0.85,0.84,0.85,3292000,2797360,0.84974484,0.85,0.84,0.85,0.84,0.85,3292000,0.84974,0
2018-03-16,2018-03-20,0,0.85,0.85,0.86,0.85,0.86,378571,321933,0.85039002,0.85,0.85,0.86,0.85,0.86,378571,0.85039,-0.01163
2018-03-15,2018-03-19,0,0.86,0.85,0.86,0.85,0.86,554000,474640,0.8567509,0.86,0.85,0.86,0.85,0.86,554000,0.85675,0
2018-03-14,2018-03-16,0,0.86,0.85,0.86,0.84,0.87,3328000,2853000,0.85727163,0.86,0.85,0.86,0.84,0.87,3328000,0.85727,0
2018-03-13,2018-03-15,0,0.86,0.86,0.88,0.84,0.89,3396000,2938740,0.86535336,0.86,0.86,0.88,0.84,0.89,3396000,0.86535,-0.02273
2018-03-12,2018-03-14,0,0.88,0.87,0.88,0.87,0.89,3712000,3288600,0.8859375,0.88,0.87,0.88,0.87,0.89,3712000,0.88594,-0.01124
2018-03-09,2018-03-13,0,0.89,0.88,0.89,0.88,0.89,324000,287520,0.88740741,0.89,0.88,0.89,0.88,0.89,324000,0.88741,0
2018-03-08,2018-03-12,0,0.89,0.88,0.89,0.88,0.89,2412000,2142440,0.88824212,0.89,0.88,0.89,0.88,0.89,2412000,0.88824,-0.01111
2018-03-07,2018-03-09,0,0.9,0.89,0.9,0.89,0.9,3396000,3023680,0.89036514,0.9,0.89,0.9,0.89,0.9,3396000,0.89037,0
2018-03-06,2018-03-08,0,0.9,0.89,0.9,0.89,0.9,836000,751440,0.89885167,0.9,0.89,0.9,0.89,0.9,836000,0.89885,0.01124
2018-03-05,2018-03-07,0,0.89,0.89,0.9,0.89,0.91,809000,729020,0.90113721,0.89,0.89,0.9,0.89,0.91,809000,0.90114,-0.01111
2018-03-02,2018-03-06,0,0.9,0.9,0.91,0.9,0.91,200000,180760,0.9038,0.9,0.9,0.91,0.9,0.91,200000,0.9038,0
2018-03-01,2018-03-05,0,0.9,0.9,0.91,0.9,0.91,724000,651800,0.90027624,0.9,0.9,0.91,0.9,0.91,724000,0.90028,0
2018-02-28,2018-03-02,0,0.9,0.9,0.91,0.9,0.91,995000,896090,0.90059296,0.9,0.9,0.91,0.9,0.91,995000,0.90059,0
2018-02-27,2018-03-01,0,0.9,0.9,0.91,0.9,0.92,898000,816280,0.90899777,0.9,0.9,0.91,0.9,0.92,898000,0.909,-0.01099
2018-02-26,2018-02-28,0,0.91,0.91,0.92,0.91,0.92,3348000,3079320,0.9197491,0.91,0.91,0.92,0.91,0.92,3348000,0.91975,-0.01087
2018-02-23,2018-02-27,0,0.92,0.91,0.92,0.91,0.93,1456000,1331080,0.9142033,0.92,0.91,0.92,0.91,0.93,1456000,0.9142,-0.01075
2018-02-22,2018-02-26,0,0.93,0.92,0.93,0.91,0.93,3340000,3072720,0.91997605,0.93,0.92,0.93,0.91,0.93,3340000,0.91998,0
2018-02-21,2018-02-23,0,0.93,0.92,0.93,0.92,0.93,197000,183080,0.9293401,0.93,0.92,0.93,0.92,0.93,197000,0.92934,0
2018-02-20,2018-02-22,0,0.93,0.92,0.93,0.91,0.93,3686400,3385336,0.91833116,0.93,0.92,0.93,0.91,0.93,3686400,0.91833,0.01087
2018-02-15,2018-02-21,0,0.92,0.91,0.92,0.91,0.92,483000,441180,0.91341615,0.92,0.91,0.92,0.91,0.92,483000,0.91342,0.01099
2018-02-14,2018-02-21,0,0.91,0.9,0.91,0.89,0.91,4376000,3931400,0.89840037,0.91,0.9,0.91,0.89,0.91,4376000,0.8984,-0.01087
2018-02-13,2018-02-20,0,0.92,0.91,0.92,0.9,0.92,3327800,3031986,0.91110824,0.92,0.91,0.92,0.9,0.92,3327800,0.91111,0
2018-02-12,2018-02-14,0,0.92,0.91,0.92,0.89,0.92,3425400,3090698,0.9022882,0.92,0.91,0.92,0.89,0.92,3425400,0.90229,0.02222
2018-02-09,2018-02-13,0,0.9,0.89,0.9,0.89,0.9,1029000,917260,0.89140914,0.9,0.89,0.9,0.89,0.9,1029000,0.89141,-0.02174
2018-02-08,2018-02-12,0,0.92,0.9,0.92,0.89,0.92,5150895,4640969,0.90100245,0.92,0.9,0.92,0.89,0.92,5150895,0.901,0.02222
2018-02-07,2018-02-09,0,0.9,0.89,0.9,0.89,0.9,3324000,2988160,0.8989651,0.9,0.89,0.9,0.89,0.9,3324000,0.89897,-0.01099
2018-02-06,2018-02-08,0,0.91,0.9,0.91,0.88,0.91,5524000,4943000,0.89482259,0.91,0.9,0.91,0.88,0.91,5524000,0.89482,0
2018-02-05,2018-02-07,0,0.91,0.9,0.91,0.9,0.92,3414000,3110940,0.91123023,0.91,0.9,0.91,0.9,0.92,3414000,0.91123,-0.01087
2018-02-02,2018-02-06,0,0.92,0.91,0.92,0.91,0.92,1462000,1336080,0.91387141,0.92,0.91,0.92,0.91,0.92,1462000,0.91387,0
2018-02-01,2018-02-05,0,0.92,0.91,0.92,0.91,0.92,3420000,3126960,0.91431579,0.92,0.91,0.92,0.91,0.92,3420000,0.91432,0
2018-01-31,2018-02-02,0,0.92,0.91,0.92,0.91,0.92,3353800,3076264,0.9172473,0.92,0.91,0.92,0.91,0.92,3353800,0.91725,0
2018-01-30,2018-02-01,0,0.92,0.91,0.92,0.91,0.92,919600,840928,0.91444976,0.92,0.91,0.92,0.91,0.92,919600,0.91445,0
2018-01-29,2018-01-31,0,0.92,0.91,0.92,0.91,0.93,2018000,1855330,0.91939049,0.92,0.91,0.92,0.91,0.93,2018000,0.91939,-0.01075
2018-01-26,2018-01-30,0,0.93,0.92,0.93,0.91,0.93,1844000,1701450,0.92269523,0.93,0.92,0.93,0.91,0.93,1844000,0.9227,0
2018-01-25,2018-01-29,0,0.93,0.92,0.93,0.92,0.93,3338000,3092700,0.92651288,0.93,0.92,0.93,0.92,0.93,3338000,0.92651,0
2018-01-24,2018-01-26,0,0.93,0.92,0.93,0.92,0.93,667600,618748,0.92682445,0.93,0.92,0.93,0.92,0.93,667600,0.92682,0
2018-01-23,2018-01-25,0,0.93,0.92,0.93,0.9,0.93,12749000,11681890,0.91629853,0.93,0.92,0.93,0.9,0.93,12749000,0.9163,0.01087
2018-01-22,2018-01-24,0,0.92,0.92,0.93,0.9,0.93,43013286,37187341,0.86455476,0.92,0.92,0.93,0.9,0.93,43013286,0.86455,-0.01075
2018-01-19,2018-01-23,0,0.93,0.92,0.93,0.91,0.93,4052000,3740680,0.92316881,0.93,0.92,0.93,0.91,0.93,4052000,0.92317,0
2018-01-18,2018-01-22,0,0.93,0.92,0.93,0.9,0.93,3754000,3449360,0.91884923,0.93,0.92,0.93,0.9,0.93,3754000,0.91885,0.01087
2018-01-17,2018-01-19,0,0.92,0.92,0.93,0.91,0.93,10555000,9762720,0.92493794,0.92,0.92,0.93,0.91,0.93,10555000,0.92494,-0.01075
2018-01-16,2018-01-18,0,0.93,0.92,0.93,0.92,0.93,3096000,2850480,0.92069767,0.93,0.92,0.93,0.92,0.93,3096000,0.9207,0
2018-01-15,2018-01-17,0,0.93,0.92,0.93,0.92,0.94,1727257,1606138,0.92987784,0.93,0.92,0.93,0.92,0.94,1727257,0.92988,0
2018-01-12,2018-01-16,0,0.93,0.93,0.94,0.93,0.95,2764000,2597400,0.93972504,0.93,0.93,0.94,0.93,0.95,2764000,0.93973,0
2018-01-11,2018-01-15,0,0.93,0.93,0.94,0.93,0.95,1782000,1682580,0.94420875,0.93,0.93,0.94,0.93,0.95,1782000,0.94421,-0.03125
2018-01-10,2018-01-12,0,0.96,0.95,0.96,0.92,0.98,7166889,6845341,0.95513423,0.96,0.95,0.96,0.92,0.98,7166889,0.95513,0.03226
2018-01-09,2018-01-11,0,0.93,0.92,0.93,0.91,0.93,5166000,4773340,0.92399148,0.93,0.92,0.93,0.91,0.93,5166000,0.92399,0.01087
2018-01-08,2018-01-10,0,0.92,0.91,0.92,0.9,0.92,5234000,4768960,0.91115017,0.92,0.91,0.92,0.9,0.92,5234000,0.91115,0
2018-01-05,2018-01-09,0,0.92,0.91,0.92,0.9,0.92,1160800,1059024,0.91232254,0.92,0.91,0.92,0.9,0.92,1160800,0.91232,0
2018-01-04,2018-01-08,0,0.92,0.91,0.92,0.9,0.92,3436000,3131160,0.91128056,0.92,0.91,0.92,0.9,0.92,3436000,0.91128,0
2018-01-03,2018-01-05,0,0.92,0.91,0.92,0.9,0.92,11105400,10077118,0.90740703,0.92,0.91,0.92,0.9,0.92,11105400,0.90741,-0.01075
2018-01-02,2018-01-04,0,0.93,0.92,0.93,0.91,0.93,4280000,3939600,0.92046729,0.93,0.92,0.93,0.91,0.93,4280000,0.92047,0
2017-12-29,2018-01-03,0,0.93,0.92,0.93,0.91,0.94,5614474,5159001,0.91887521,0.93,0.92,0.93,0.91,0.94,5614474,0.91888,-0.01064
2017-12-28,2018-01-02,0,0.94,0.93,0.94,0.92,0.94,3759000,3518320,0.93597233,0.94,0.93,0.94,0.92,0.94,3759000,0.93597,0.02174
2017-12-27,2017-12-29,0,0.92,0.92,0.93,0.9,0.94,7084000,6568480,0.92722756,0.92,0.92,0.93,0.9,0.94,7084000,0.92723,-0.01075
2017-12-22,2017-12-28,0,0.93,0.92,0.93,0.86,0.94,7160000,6365760,0.88907263,0.93,0.92,0.93,0.86,0.94,7160000,0.88907,0.05682
2017-12-21,2017-12-27,0,0.88,0.87,0.88,0.87,0.89,2072000,1819240,0.87801158,0.88,0.87,0.88,0.87,0.89,2072000,0.87801,-0.01124
2017-12-20,2017-12-22,0,0.89,0.88,0.89,0.88,0.89,2204000,1950040,0.88477314,0.89,0.88,0.89,0.88,0.89,2204000,0.88477,0
2017-12-19,2017-12-21,0,0.89,0.88,0.89,0.88,0.9,3912000,3484800,0.89079755,0.89,0.88,0.89,0.88,0.9,3912000,0.8908,-0.01111
2017-12-18,2017-12-20,0,0.9,0.89,0.9,0.87,0.93,15956000,14458100,0.90612309,0.9,0.89,0.9,0.87,0.93,15956000,0.90612,0.01124
2017-12-15,2017-12-19,0,0.89,0.89,0.9,0.86,0.9,7976000,7010160,0.87890672,0.89,0.89,0.9,0.86,0.9,7976000,0.87891,0
