CCASS ID,Name,Holding,Change,Stake%,StakeΔ %,Lastholding
C00048,CHIYU BANKING CORPORATION LTD,3368000,60000,0.04,0.0,2010-02-01
C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,7198000,20000,0.09,0.0,2010-02-01
C00037,SHANGHAI COMMERCIAL BANK LTD,7430000,-170000,0.09,-0.0,2010-02-01
C00033,BANK OF CHINA (HONG KONG) LTD,68512000,-314000,0.86,-0.0,2010-02-01
C00010,CITIBANK N.A.,2752738,26000,0.03,0.0,2010-02-01
C00002,BANK OF COMMUNICATIONS TRUSTEE LTD,11788000,312000,0.15,0.0,2010-02-01
B01842,BOCOM INTERNATIONAL SECURITIES LTD,3020000,150000,0.04,0.0,2010-02-01
B01820,CMB INTERNATIONAL CAPITAL CORPORATION,0,-100000,0.0,-0.0,2010-02-01
B01789,HO FUNG SHARES INVESTMENT LTD,264943,40000,0.0,0.0,2010-02-01
B01777,DAIWA CAPITAL MARKETS HONG KONG LTD,580000,-54000,0.01,-0.0,2010-02-01
B01727,ICBC (ASIA) SECURITIES LTD,6506000,-40000,0.08,-0.0,2010-02-01
B01649,CINDA INTERNATIONAL SECURITIES LTD,888000,-50000,0.01,-0.0,2010-02-01
B01610,KGI ASIA LTD,4776000,-68000,0.06,-0.0,2010-02-01
B01584,CHIEF SECURITIES LTD,5336000,50000,0.07,0.0,2010-02-01
B01328,BAN HIN SECURITIES CO LTD,7126000,-100000,0.09,-0.0,2010-02-01
B01298,GET NICE SECURITIES LTD,810000,80000,0.01,0.0,2010-02-01
B01284,HANG SENG SECURITIES LTD,28974000,-50000,0.37,-0.0,2010-02-01
B01224,MERRILL LYNCH FAR EAST LTD,722000,368000,0.01,0.0,2010-02-01
B01192,SEEKERS MARKETS LTD,378000,10000,0.0,0.0,2010-02-01
B01156,CMB INTERNATIONAL GLOBAL MARKETS LTD,8842000,-400000,0.11,-0.01,2010-02-01
B01143,HAITONG INTERNATIONAL SECURITIES CO LTD,3438000,-90000,0.04,-0.0,2010-02-01
B01130,BOCI SECURITIES LTD,45198000,-210000,0.57,-0.0,2010-02-01
B01118,EAST ASIA SECURITIES CO LTD,13728000,530000,0.17,0.01,2010-02-01
,Total changed named holdings,231635681,0,2.92,0.0,
,Unchanged named holdings,249608784,0,3.15,0.0,
,Total named holdings,481244465,0,6.07,0.0,
,Unnamed Investor Participants,9392000,0,0.12,0.0,
,Total securities in CCASS,490636465,0,6.19,0.0,
,Securities not in CCASS,7439530219,0,93.81,0.0,
,Issued securities,7930166684,0,100.0,0.0,31-Jan-2010
