CCASS ID,Name,Holding,Change,Stake%,StakeΔ %,Lastholding
C00100,"JPMORGAN CHASE BANK, NATIONAL",8649634,4000,0.13,0.0,2019-03-05
C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,13719955,8000,0.21,0.0,2019-03-05
C00019,THE HONGKONG AND SHANGHAI BANKING,312279399,-12000,4.77,-0.0,2019-03-05
B01826,GF SECURITIES (HONG KONG) BROKERAGE LTD,7922781,108000,0.12,0.0,2019-03-05
B01818,I-ACCESS INVESTORS LTD,90000,4000,0.0,0.0,2019-03-05
B01715,PRESIDENT SECURITIES (HONG KONG) LTD,80588000,-400000,1.23,-0.01,2019-03-05
B01696,HANTEC SECURITIES CO LTD,123268000,476000,1.88,0.01,2019-03-05
B01497,SINOPAC SECURITIES (ASIA) LTD,772786029,-200000,11.81,-0.0,2019-03-05
B01323,DEUTSCHE SECURITIES ASIA LTD,1080000,4000,0.02,0.0,2019-03-05
B01224,MERRILL LYNCH FAR EAST LTD,18581,8000,0.0,0.0,2019-03-05
,Total changed named holdings,1320402379,0,20.17,0.0,
,Unchanged named holdings,4804581437,0,73.4,0.0,
,Total named holdings,6124983816,0,93.57,0.0,
,Unnamed Investor Participants,541655,0,0.01,0.0,
,Total securities in CCASS,6125525471,0,93.58,0.0,
,Securities not in CCASS,420095660,0,6.42,0.0,
,Issued securities,6545621131,0,100.0,0.0,28-Feb-2019
