CCASS ID,Name,Holding,Change,Stake%,StakeΔ %,Lastholding
C00048,CHIYU BANKING CORPORATION LTD,3532000,-100000,0.04,-0.0,2010-03-12
C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,9886000,520000,0.12,0.01,2010-03-12
C00037,SHANGHAI COMMERCIAL BANK LTD,7816000,30000,0.1,0.0,2010-03-12
C00033,BANK OF CHINA (HONG KONG) LTD,83644000,466000,1.05,0.01,2010-03-12
C00019,THE HONGKONG AND SHANGHAI BANKING,79932000,200000,1.01,0.0,2010-03-12
C00010,CITIBANK N.A.,3754738,-60000,0.05,-0.0,2010-03-12
C00002,BANK OF COMMUNICATIONS TRUSTEE LTD,13054000,-70000,0.16,-0.0,2010-03-12
B01850,HAI TONG SECURITIES (HK) BROKERAGE LTD,840276000,-1400000,10.6,-0.02,2010-03-12
B01727,ICBC (ASIA) SECURITIES LTD,7218000,46000,0.09,0.0,2010-03-12
B01584,CHIEF SECURITIES LTD,2532000,256000,0.03,0.0,2010-03-12
B01565,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,1532000,90000,0.02,0.0,2010-03-12
B01546,WO FUNG SECURITIES CO LTD,3030000,360000,0.04,0.0,2010-03-12
B01540,UPBEST SECURITIES CO LTD,210000,-94000,0.0,-0.0,2010-03-12
B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,146000,-50000,0.0,-0.0,2010-03-12
B01356,DELTA ASIA SECURITIES LTD,1130000,70000,0.01,0.0,2010-03-12
B01345,PHILLIP SECURITIES (HONG KONG) LTD,7162000,200000,0.09,0.0,2010-03-12
B01284,HANG SENG SECURITIES LTD,33646000,-350000,0.42,-0.0,2010-03-12
B01266,PREMIER Q SECURITIES LTD,158402000,-420000,2.0,-0.01,2010-03-12
B01212,HENYEP SECURITIES LTD,4242000,200000,0.05,0.0,2010-03-12
B01192,SEEKERS MARKETS LTD,208000,-20000,0.0,-0.0,2010-03-12
B01156,CMB INTERNATIONAL GLOBAL MARKETS LTD,11108000,420000,0.14,0.01,2010-03-12
B01148,CHINA MERCHANTS SECURITIES (HK) CO LTD,1470000,150000,0.02,0.0,2010-03-12
B01143,HAITONG INTERNATIONAL SECURITIES CO LTD,4710000,-330000,0.06,-0.0,2010-03-12
B01130,BOCI SECURITIES LTD,50074000,-114000,0.63,-0.0,2010-03-12
,Total changed named holdings,1328714738,0,16.76,0.0,
,Unchanged named holdings,620835727,0,7.83,0.0,
,Total named holdings,1949550465,0,24.58,0.0,
,Unnamed Investor Participants,9396000,0,0.12,0.0,
,Total securities in CCASS,1958946465,0,24.7,0.0,
,Securities not in CCASS,5971220219,0,75.3,0.0,
,Issued securities,7930166684,0,100.0,0.0,28-Feb-2010
