CCASS ID,Name,Holding,Change,Stake%,StakeΔ %,Lastholding
C00048,CHIYU BANKING CORPORATION LTD,251400,8000,0.02,0.0,2013-10-09
C00041,OCBC WING HANG BANK LTD,451371,-12000,0.04,-0.0,2013-10-09
C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,10791534,-60000,1.06,-0.01,2013-10-09
C00033,BANK OF CHINA (HONG KONG) LTD,58417017,-434000,5.73,-0.04,2013-10-09
C00019,THE HONGKONG AND SHANGHAI BANKING,82069713,7452000,8.05,0.73,2013-10-09
C00010,CITIBANK N.A.,4991328,8000,0.49,0.0,2013-10-09
C00002,BANK OF COMMUNICATIONS TRUSTEE LTD,895962,-21400,0.09,-0.0,2013-10-09
B01921,GONG PING SECURITIES LTD,32000,32000,0.0,0.0,2013-10-09
B01905,ESSENCE INTERNATIONAL SECURITIES,1669000,-320000,0.16,-0.03,2013-10-09
B01900,ORIENT SECURITIES (HONG KONG) LTD,821314,-200000,0.08,-0.02,2013-10-09
B01890,GUOSEN SECURITIES (HK) BROKERAGE CO LTD,3354108,-272000,0.33,-0.03,2013-10-09
B01875,GUODU SECURITIES (HONG KONG) LTD,35000,12000,0.0,0.0,2013-10-09
B01853,CMBC SECURITIES CO LTD,4220,2000,0.0,0.0,2013-10-09
B01826,GF SECURITIES (HONG KONG) BROKERAGE LTD,5730200,20000,0.56,0.0,2013-10-09
B01818,I-ACCESS INVESTORS LTD,16000,-8000,0.0,-0.0,2013-10-09
B01789,HO FUNG SHARES INVESTMENT LTD,23604,-16000,0.0,-0.0,2013-10-09
B01777,DAIWA CAPITAL MARKETS HONG KONG LTD,65600,-4000,0.01,-0.0,2013-10-09
B01776,AIF SECURITIES LTD,1000,-50000,0.0,-0.0,2013-10-09
B01769,ONE CHINA SECURITIES LTD,2465,1400,0.0,0.0,2013-10-09
B01738,CES CAPITAL INTERNATIONAL (HONG KONG) CO,12000,12000,0.0,0.0,2013-10-09
B01676,TAI SHING STOCK INVESTMENT CO LTD,455000,-200000,0.04,-0.02,2013-10-09
B01648,STELLAR SECURITIES LTD,60000,60000,0.01,0.01,2013-10-09
B01627,CSFG INTERNATIONAL SECURITIES LTD,12000,12000,0.0,0.0,2013-10-09
B01625,METRO CAPITAL SECURITIES LTD,7308657,-1400000,0.72,-0.14,2013-10-09
B01610,KGI ASIA LTD,215126,-4000,0.02,-0.0,2013-10-09
B01584,CHIEF SECURITIES LTD,199584,-4000,0.02,-0.0,2013-10-09
B01565,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,836314,-240000,0.08,-0.02,2013-10-09
B01545,TUNG SHING SECURITIES (BROKERS) LTD,168485,-220000,0.02,-0.02,2013-10-09
B01508,SOUTHWEST SECURITIES (HK) BROKERAGE LTD,215000,-440000,0.02,-0.04,2013-10-09
B01497,SINOPAC SECURITIES (ASIA) LTD,243000,-200000,0.02,-0.02,2013-10-09
B01460,BERICH BROKERAGE LTD,3402228,8000,0.33,0.0,2013-10-09
B01413,CORE PACIFIC - YAMAICHI INTERNATIONAL,110314,40000,0.01,0.0,2013-10-09
B01345,PHILLIP SECURITIES (HONG KONG) LTD,1030989,80000,0.1,0.01,2013-10-09
B01284,HANG SENG SECURITIES LTD,7990267,122000,0.78,0.01,2013-10-09
B01275,SANFULL SECURITIES LTD,130571,-100000,0.01,-0.01,2013-10-09
B01240,TSUN CHI YUEN SECURITIES CO LTD,5917,2000,0.0,0.0,2013-10-09
B01231,HONG KONG INTERNATIONAL SECURITIES LTD,25400,-16000,0.0,-0.0,2013-10-09
B01184,CHINA TONGHAI SECURITIES LTD,176285,56000,0.02,0.01,2013-10-09
B01148,CHINA MERCHANTS SECURITIES (HK) CO LTD,13818543,-88000,1.36,-0.01,2013-10-09
B01143,HAITONG INTERNATIONAL SECURITIES CO LTD,48200893,-3556000,4.73,-0.35,2013-10-09
B01130,BOCI SECURITIES LTD,5802744,16000,0.57,0.0,2013-10-09
B01118,EAST ASIA SECURITIES CO LTD,619541,-30000,0.06,-0.0,2013-10-09
B01089,HSBC BROKING SECURITIES (HONG KONG) LTD,8068684,-48000,0.79,-0.0,2013-10-09
,Total changed named holdings,268730378,0,26.36,0.0,
,Unchanged named holdings,111300026,0,10.92,0.0,
,Total named holdings,380030404,0,37.27,0.0,
,Unnamed Investor Participants,321255,0,0.03,0.0,
,Total securities in CCASS,380351659,0,37.3,0.0,
,Securities not in CCASS,639241199,0,62.7,0.0,
,Issued securities,1019592858,0,100.0,0.0,30-Sep-2013
