CCASS ID,Name,Holding,Change,Stake%,StakeΔ %,Lastholding
C00100,"JPMORGAN CHASE BANK, NATIONAL",2168000,-176000,0.03,-0.0,2018-02-05
C00042,CMB WING LUNG BANK LTD,762884,-104000,0.01,-0.0,2018-02-05
C00033,BANK OF CHINA (HONG KONG) LTD,79942966,-40000,1.23,-0.0,2018-02-05
C00019,THE HONGKONG AND SHANGHAI BANKING,239089771,-1388000,3.67,-0.02,2018-02-05
C00010,CITIBANK N.A.,3767872,-500000,0.06,-0.01,2018-02-05
B01715,PRESIDENT SECURITIES (HONG KONG) LTD,70748000,300000,1.09,0.0,2018-02-05
B01686,FIRST SHANGHAI SECURITIES LTD,5546853,-500000,0.09,-0.01,2018-02-05
B01668,BRIGHT SMART SECURITIES INTERNATIONAL,5450400,68000,0.08,0.0,2018-02-05
B01497,SINOPAC SECURITIES (ASIA) LTD,926022643,2576000,14.21,0.04,2018-02-05
B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,292000,-16000,0.0,-0.0,2018-02-05
B01416,VC BROKERAGE LTD,74000,-120000,0.0,-0.0,2018-02-05
B01284,HANG SENG SECURITIES LTD,22096869,-272000,0.34,-0.0,2018-02-05
B01275,SANFULL SECURITIES LTD,2810571,300000,0.04,0.0,2018-02-05
B01148,CHINA MERCHANTS SECURITIES (HK) CO LTD,765629,-228000,0.01,-0.0,2018-02-05
B01119,CELESTIAL SECURITIES LTD,316200,100000,0.0,0.0,2018-02-05
,Total changed named holdings,1359854658,0,20.86,0.0,
,Unchanged named holdings,4344479152,0,66.65,0.0,
,Total named holdings,5704333810,0,87.51,0.0,
,Unnamed Investor Participants,428655,0,0.01,0.0,
,Total securities in CCASS,5704762465,0,87.52,0.0,
,Securities not in CCASS,813576487,0,12.48,0.0,
,Issued securities,6518338952,0,100.0,0.0,31-Jan-2018
