CCASS ID,Name,Holding,Change,Stake%,StakeΔ %,Lastholding
C00088,CHINA MERCHANTS BANK CO LTD,3658057,300000,0.36,0.03,2012-09-10
C00033,BANK OF CHINA (HONG KONG) LTD,50593368,291000,4.96,0.03,2012-09-10
C00019,THE HONGKONG AND SHANGHAI BANKING,54287025,-52000,5.32,-0.01,2012-09-10
C00002,BANK OF COMMUNICATIONS TRUSTEE LTD,1269362,-40000,0.12,-0.0,2012-09-10
B01769,ONE CHINA SECURITIES LTD,3923,3000,0.0,0.0,2012-09-10
B01565,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,1816314,-176000,0.18,-0.02,2012-09-10
B01169,PUBLIC FINANCIAL SECURITIES LTD,64322,-2000,0.01,-0.0,2012-09-10
B01148,CHINA MERCHANTS SECURITIES (HK) CO LTD,9014143,204000,0.88,0.02,2012-09-10
B01143,HAITONG INTERNATIONAL SECURITIES CO LTD,56858433,-528000,5.58,-0.05,2012-09-10
,Total changed named holdings,177564947,0,17.42,0.0,
,Unchanged named holdings,202357321,0,19.85,0.0,
,Total named holdings,379922268,0,37.26,0.0,
,Unnamed Investor Participants,399231,0,0.04,0.0,
,Total securities in CCASS,380321499,0,37.3,0.0,
,Securities not in CCASS,639271359,0,62.7,0.0,
,Issued securities,1019592858,0,100.0,0.0,31-Aug-2012
