CCASS ID,Name,Holding,Change,Stake%,StakeΔ %,Lastholding
C00093,BNP PARIBAS SECURITIES SERVICES,70200,4000,0.0,0.0,2018-07-30
C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,14813705,-76000,0.23,-0.0,2018-07-30
C00033,BANK OF CHINA (HONG KONG) LTD,77855766,-300000,1.19,-0.0,2018-07-30
B02052,YUZHOU FINANCIAL HOLDINGS LTD,236000,236000,0.0,0.0,2018-07-30
B02037,EASY ONE SECURITIES LTD,0,-220000,0.0,-0.0,2018-07-30
B01890,GUOSEN SECURITIES (HK) BROKERAGE CO LTD,15508384,-40000,0.24,-0.0,2018-07-30
B01858,YUANTA SECURITIES (HONG KONG) CO LTD,281400,-480000,0.0,-0.01,2018-07-30
B01680,SUCCESS SECURITIES LTD,300000,300000,0.0,0.0,2018-07-30
B01590,INTERACTIVE BROKERS HONG KONG LTD,312000,40000,0.0,0.0,2018-07-30
B01497,SINOPAC SECURITIES (ASIA) LTD,1045436080,400000,15.97,0.01,2018-07-30
B01323,DEUTSCHE SECURITIES ASIA LTD,896000,8000,0.01,0.0,2018-07-30
B01224,MERRILL LYNCH FAR EAST LTD,443181,-28000,0.01,-0.0,2018-07-30
B01173,RIFA SECURITIES LTD,52000,-44000,0.0,-0.0,2018-07-30
B01115,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,10345397,200000,0.16,0.0,2018-07-30
,Total changed named holdings,1166550113,0,17.82,0.0,
,Unchanged named holdings,4996458734,0,76.33,0.0,
,Total named holdings,6163008847,0,94.15,0.0,
,Unnamed Investor Participants,441655,0,0.01,0.0,
,Total securities in CCASS,6163450502,0,94.16,0.0,
,Securities not in CCASS,382170629,0,5.84,0.0,
,Issued securities,6545621131,0,100.0,0.0,25-Jul-2018
