CCASS ID,Name,Holding,Change,Stake%,StakeΔ %,Lastholding
C00037,SHANGHAI COMMERCIAL BANK LTD,14072598,1200000,1.38,0.12,2013-04-03
C00033,BANK OF CHINA (HONG KONG) LTD,55302717,-772000,5.42,-0.08,2013-04-03
C00019,THE HONGKONG AND SHANGHAI BANKING,62462113,-12000,6.13,-0.0,2013-04-03
B01930,PRIME COURAGE SECURITIES CO LTD,6078000,-200000,0.6,-0.02,2013-04-03
B01686,FIRST SHANGHAI SECURITIES LTD,7904915,216000,0.78,0.02,2013-04-03
B01510,ORIENTAL PATRON SECURITIES LTD,916000,-132000,0.09,-0.01,2013-04-03
B01148,CHINA MERCHANTS SECURITIES (HK) CO LTD,12118543,-300000,1.19,-0.03,2013-04-03
,Total changed named holdings,158854886,0,15.58,0.0,
,Unchanged named holdings,221282358,0,21.7,0.0,
,Total named holdings,380137244,0,37.28,0.0,
,Unnamed Investor Participants,321255,0,0.03,0.0,
,Total securities in CCASS,380458499,0,37.31,0.0,
,Securities not in CCASS,639134359,0,62.69,0.0,
,Issued securities,1019592858,0,100.0,0.0,31-Mar-2013
