CCASS ID,Name,Holding,Change,Stake%,StakeΔ %,Lastholding
C00042,CMB WING LUNG BANK LTD,2581884,-44000,0.05,-0.0,2016-09-14
C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,24428252,-760000,0.43,-0.01,2016-09-14
C00033,BANK OF CHINA (HONG KONG) LTD,104951987,-188000,1.85,-0.0,2016-09-14
C00019,THE HONGKONG AND SHANGHAI BANKING,296425917,-412000,5.22,-0.01,2016-09-14
B01842,BOCOM INTERNATIONAL SECURITIES LTD,48502284,-636000,0.85,-0.01,2016-09-14
B01633,ENLIGHTEN SECURITIES LTD,0,-12000,0.0,-0.0,2016-09-14
B01497,SINOPAC SECURITIES (ASIA) LTD,233171358,1256000,4.1,0.02,2016-09-14
B01491,CREDIT SUISSE SECURITIES (HONG KONG) LTD,2556000,-48000,0.04,-0.0,2016-09-14
B01284,HANG SENG SECURITIES LTD,40609582,1500000,0.71,0.03,2016-09-14
B01272,FB SECURITIES (HONG KONG) LTD,242971,-200000,0.0,-0.0,2016-09-14
B01224,MERRILL LYNCH FAR EAST LTD,217900,-212000,0.0,-0.0,2016-09-14
B01118,EAST ASIA SECURITIES CO LTD,1446205,-140000,0.03,-0.0,2016-09-14
B01086,SUN HUNG KAI INVESTMENT SERVICES LTD,27167899,-104000,0.48,-0.0,2016-09-14
,Total changed named holdings,782302239,0,13.76,0.0,
,Unchanged named holdings,4118853644,0,72.47,0.0,
,Total named holdings,4901155883,0,86.23,0.0,
,Unnamed Investor Participants,1256655,0,0.02,0.0,
,Total securities in CCASS,4902412538,0,86.25,0.0,
,Securities not in CCASS,781222710,0,13.75,0.0,
,Issued securities,5683635248,0,100.0,0.0,31-Aug-2016
