CCASS ID,Name,Holding,Change,Stake%,StakeΔ %,Lastholding
C00041,OCBC WING HANG BANK LTD,6682000,-500000,0.08,-0.01,2011-08-16
C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,98046000,100000,1.24,0.0,2011-08-16
C00033,BANK OF CHINA (HONG KONG) LTD,199002000,1740000,2.51,0.02,2011-08-16
C00019,THE HONGKONG AND SHANGHAI BANKING,476522500,686000,6.01,0.01,2011-08-16
B01890,GUOSEN SECURITIES (HK) BROKERAGE CO LTD,8578000,-700000,0.11,-0.01,2011-08-16
B01727,ICBC (ASIA) SECURITIES LTD,53276000,-10000,0.67,-0.0,2011-08-16
B01623,TAI FUNG KUENTAI SECURITIES CO LTD,4100000,-200000,0.05,-0.0,2011-08-16
B01565,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,7554000,100000,0.1,0.0,2011-08-16
B01351,WING FUNG SECURITIES LTD,20000,-60000,0.0,-0.0,2011-08-16
B01338,EMPEROR SECURITIES LTD,760000,-364000,0.01,-0.0,2011-08-16
B01266,PREMIER Q SECURITIES LTD,36774000,128000,0.46,0.0,2011-08-16
B01265,OCBC WING HANG SHARES BROKERAGE CO. LTD,1534000,10000,0.02,0.0,2011-08-16
B01143,HAITONG INTERNATIONAL SECURITIES CO LTD,1097306000,-500000,13.84,-0.01,2011-08-16
B01119,CELESTIAL SECURITIES LTD,10942000,-430000,0.14,-0.01,2011-08-16
,Total changed named holdings,2001096500,0,25.23,0.0,
,Unchanged named holdings,1420008180,0,17.91,0.0,
,Total named holdings,3421104680,0,43.14,0.0,
,Unnamed Investor Participants,3048000,0,0.04,0.0,
,Total securities in CCASS,3424152680,0,43.18,0.0,
,Securities not in CCASS,4506014004,0,56.82,0.0,
,Issued securities,7930166684,0,100.0,0.0,31-Jul-2011
