CCASS ID,Name,Holding,Change,Stake%,StakeΔ %,Lastholding
C00048,CHIYU BANKING CORPORATION LTD,2504000,-100000,0.03,-0.0,2011-07-26
C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,89208000,680000,1.12,0.01,2011-07-26
C00033,BANK OF CHINA (HONG KONG) LTD,189436000,6860000,2.39,0.09,2011-07-26
C00028,NANYANG COMMERCIAL BANK LTD,55108000,-100000,0.69,-0.0,2011-07-26
C00019,THE HONGKONG AND SHANGHAI BANKING,445298500,902000,5.62,0.01,2011-07-26
B01842,BOCOM INTERNATIONAL SECURITIES LTD,25490000,82000,0.32,0.0,2011-07-26
B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,118414000,8230000,1.49,0.1,2011-07-26
B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,572000,-22000,0.01,-0.0,2011-07-26
B01407,WIN WONG SECURITIES LTD,1114000,-50000,0.01,-0.0,2011-07-26
B01345,PHILLIP SECURITIES (HONG KONG) LTD,12948000,-300000,0.16,-0.0,2011-07-26
B01266,PREMIER Q SECURITIES LTD,36500000,-700000,0.46,-0.01,2011-07-26
B01265,OCBC WING HANG SHARES BROKERAGE CO. LTD,1876000,340000,0.02,0.0,2011-07-26
B01183,CHONG HING SECURITIES LTD,11408000,-300000,0.14,-0.0,2011-07-26
B01148,CHINA MERCHANTS SECURITIES (HK) CO LTD,87998000,-8100000,1.11,-0.1,2011-07-26
B01143,HAITONG INTERNATIONAL SECURITIES CO LTD,1133336000,-9072000,14.29,-0.11,2011-07-26
B01137,CHOW SANG SANG SECURITIES LTD,1364000,150000,0.02,0.0,2011-07-26
B01086,SUN HUNG KAI INVESTMENT SERVICES LTD,14320000,1500000,0.18,0.02,2011-07-26
,Total changed named holdings,2226894500,0,28.08,0.0,
,Unchanged named holdings,1093358180,0,13.79,0.0,
,Total named holdings,3320252680,0,41.87,0.0,
,Unnamed Investor Participants,3768000,0,0.05,0.0,
,Total securities in CCASS,3324020680,0,41.92,0.0,
,Securities not in CCASS,4606146004,0,58.08,0.0,
,Issued securities,7930166684,0,100.0,0.0,30-Jun-2011
