CCASS ID,Name,Holding,Change,Stake%,StakeΔ %,Lastholding
C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,9519934,-24000,0.18,-0.0,2014-06-13
C00037,SHANGHAI COMMERCIAL BANK LTD,12313998,8000,0.23,0.0,2014-06-13
C00033,BANK OF CHINA (HONG KONG) LTD,58306417,112000,1.1,0.0,2014-06-13
C00019,THE HONGKONG AND SHANGHAI BANKING,236273757,120000,4.46,0.0,2014-06-13
C00002,BANK OF COMMUNICATIONS TRUSTEE LTD,940362,4000,0.02,0.0,2014-06-13
B01962,CHINA SECURITIES (INTERNATIONAL),24000,-24000,0.0,-0.0,2014-06-13
B01959,ZHONGTAI INTERNATIONAL SECURITIES LTD,12000,12000,0.0,0.0,2014-06-13
B01929,CHINA GALAXY INTERNATIONAL SECURITIES,340000,44000,0.01,0.0,2014-06-13
B01789,HO FUNG SHARES INVESTMENT LTD,120104,4000,0.0,0.0,2014-06-13
B01727,ICBC (ASIA) SECURITIES LTD,12250325,36000,0.23,0.0,2014-06-13
B01715,PRESIDENT SECURITIES (HONG KONG) LTD,60000,60000,0.0,0.0,2014-06-13
B01700,REALINK FINANCIAL TRADE LTD,77600,12000,0.0,0.0,2014-06-13
B01686,FIRST SHANGHAI SECURITIES LTD,2456915,-20000,0.05,-0.0,2014-06-13
B01668,BRIGHT SMART SECURITIES INTERNATIONAL,765600,12000,0.01,0.0,2014-06-13
B01649,CINDA INTERNATIONAL SECURITIES LTD,471400,40000,0.01,0.0,2014-06-13
B01610,KGI ASIA LTD,1429126,-40000,0.03,-0.0,2014-06-13
B01497,SINOPAC SECURITIES (ASIA) LTD,62418655,-740000,1.18,-0.01,2014-06-13
B01491,CREDIT SUISSE SECURITIES (HONG KONG) LTD,16000,16000,0.0,0.0,2014-06-13
B01460,BERICH BROKERAGE LTD,3442228,100000,0.06,0.0,2014-06-13
B01353,UOB KAY HIAN (HONG KONG) LTD,3728172,-4000,0.07,-0.0,2014-06-13
B01228,CITIC SECURITIES BROKERAGE (HK) LTD,14389340,24000,0.27,0.0,2014-06-13
B01224,MERRILL LYNCH FAR EAST LTD,304000,4000,0.01,0.0,2014-06-13
B01148,CHINA MERCHANTS SECURITIES (HK) CO LTD,6949943,104000,0.13,0.0,2014-06-13
B01143,HAITONG INTERNATIONAL SECURITIES CO LTD,64812141,128000,1.22,0.0,2014-06-13
B01115,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,55543482,12000,1.05,0.0,2014-06-13
,Total changed named holdings,546965499,0,10.31,0.0,
,Unchanged named holdings,344805592,0,6.5,0.0,
,Total named holdings,891771091,0,16.82,0.0,
,Unnamed Investor Participants,281255,0,0.01,0.0,
,Total securities in CCASS,892052346,0,16.82,0.0,
,Securities not in CCASS,4410749569,0,83.18,0.0,
,Issued securities,5302801915,0,100.0,0.0,31-May-2014
