CCASS ID,Name,Holding,Change,Stake%,StakeΔ %,Lastholding
C00093,BNP PARIBAS SECURITIES SERVICES,16000,4000,0.0,0.0,2016-07-18
C00033,BANK OF CHINA (HONG KONG) LTD,104240987,-60000,1.83,-0.0,2016-07-18
C00019,THE HONGKONG AND SHANGHAI BANKING,331097950,400000,5.83,0.01,2016-07-18
B01955,FUTU SECURITIES INTERNATIONAL,700000,-4000,0.01,-0.0,2016-07-18
B01633,ENLIGHTEN SECURITIES LTD,108000,28000,0.0,0.0,2016-07-18
B01497,SINOPAC SECURITIES (ASIA) LTD,149903358,400000,2.64,0.01,2016-07-18
B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,196000,24000,0.0,0.0,2016-07-18
B01423,PRUDENTIAL BROKERAGE LTD,7805167,100000,0.14,0.0,2016-07-18
B01224,MERRILL LYNCH FAR EAST LTD,228000,8000,0.0,0.0,2016-07-18
B01212,HENYEP SECURITIES LTD,408000,-900000,0.01,-0.02,2016-07-18
,Total changed named holdings,594703462,0,10.46,0.0,
,Unchanged named holdings,4285552421,0,75.4,0.0,
,Total named holdings,4880255883,0,85.87,0.0,
,Unnamed Investor Participants,2156655,0,0.04,0.0,
,Total securities in CCASS,4882412538,0,85.9,0.0,
,Securities not in CCASS,801222710,0,14.1,0.0,
,Issued securities,5683635248,0,100.0,0.0,30-Jun-2016
