CCASS ID,Name,Holding,Change,Stake%,StakeΔ %,Lastholding
C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,87458000,652000,1.1,0.01,2011-07-12
C00033,BANK OF CHINA (HONG KONG) LTD,173478000,3208000,2.19,0.04,2011-07-12
C00019,THE HONGKONG AND SHANGHAI BANKING,437114500,-2378000,5.51,-0.03,2011-07-12
C00002,BANK OF COMMUNICATIONS TRUSTEE LTD,15176000,-734000,0.19,-0.01,2011-07-12
B01842,BOCOM INTERNATIONAL SECURITIES LTD,25590000,300000,0.32,0.0,2011-07-12
B01826,GF SECURITIES (HONG KONG) BROKERAGE LTD,24260000,1340000,0.31,0.02,2011-07-12
B01673,FULBRIGHT SECURITIES LTD,1754000,300000,0.02,0.0,2011-07-12
B01610,KGI ASIA LTD,7530000,500000,0.09,0.01,2011-07-12
B01584,CHIEF SECURITIES LTD,7470000,-300000,0.09,-0.0,2011-07-12
B01457,MARS SECURITIES CO LTD,300000,108000,0.0,0.0,2011-07-12
B01266,PREMIER Q SECURITIES LTD,38500000,-20000,0.49,-0.0,2011-07-12
B01156,CMB INTERNATIONAL GLOBAL MARKETS LTD,11078000,-196000,0.14,-0.0,2011-07-12
B01148,CHINA MERCHANTS SECURITIES (HK) CO LTD,132476000,-1960000,1.67,-0.02,2011-07-12
B01143,HAITONG INTERNATIONAL SECURITIES CO LTD,1177444000,-2560000,14.85,-0.03,2011-07-12
B01130,BOCI SECURITIES LTD,82668000,1940000,1.04,0.02,2011-07-12
B01115,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,5686000,-200000,0.07,-0.0,2011-07-12
,Total changed named holdings,2227982500,0,28.1,0.0,
,Unchanged named holdings,1092270180,0,13.77,0.0,
,Total named holdings,3320252680,0,41.87,0.0,
,Unnamed Investor Participants,3768000,0,0.05,0.0,
,Total securities in CCASS,3324020680,0,41.92,0.0,
,Securities not in CCASS,4606146004,0,58.08,0.0,
,Issued securities,7930166684,0,100.0,0.0,30-Jun-2011
