CCASS ID,Name,Holding,Change,Stake%,StakeΔ %,Lastholding
C00093,BNP PARIBAS SECURITIES SERVICES,72200,-52000,0.0,-0.0,2021-07-02
B01769,ONE CHINA SECURITIES LTD,54672194,-2200,0.84,-0.0,2021-07-02
B01696,HANTEC SECURITIES CO LTD,65204000,4000,1.0,0.0,2021-07-02
B01610,KGI ASIA LTD,2223126,8000,0.03,0.0,2021-07-02
B01497,SINOPAC SECURITIES (ASIA) LTD,363688867,-3400000,5.56,-0.05,2021-07-02
B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,7538,-4000,0.0,-0.0,2021-07-02
B01353,UOB KAY HIAN (HONG KONG) LTD,26871000,8000,0.41,0.0,2021-07-02
B01275,SANFULL SECURITIES LTD,8364000,3452000,0.13,0.05,2021-07-02
B01224,MERRILL LYNCH FAR EAST LTD,1778581,-8000,0.03,-0.0,2021-07-02
B01086,SUN HUNG KAI INVESTMENT SERVICES LTD,7703699,-5800,0.12,-0.0,2021-07-02
,Total changed named holdings,530585205,0,8.11,0.0,
,Unchanged named holdings,5809958536,0,88.76,0.0,
,Total named holdings,6340543741,0,96.87,0.0,
,Unnamed Investor Participants,241198,0,0.0,0.0,
,Total securities in CCASS,6340784939,0,96.87,0.0,
,Securities not in CCASS,204836192,0,3.13,0.0,
,Issued securities,6545621131,0,100.0,0.0,30-Jun-2021
