CCASS ID,Name,Holding,Change,Stake%,StakeΔ %,Lastholding
C00100,"JPMORGAN CHASE BANK, NATIONAL",2444000,-20000,0.04,-0.0,2018-02-21
C00093,BNP PARIBAS SECURITIES SERVICES,200,-40000,0.0,-0.0,2018-02-21
C00074,DEUTSCHE BANK AG,0,-191538,0.0,-0.0,2018-02-21
C00042,CMB WING LUNG BANK LTD,758884,-4000,0.01,-0.0,2018-02-21
C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,23876734,-92000,0.37,-0.0,2018-02-21
C00033,BANK OF CHINA (HONG KONG) LTD,79593566,-48000,1.22,-0.0,2018-02-21
C00019,THE HONGKONG AND SHANGHAI BANKING,237071076,78000,3.64,0.0,2018-02-21
C00010,CITIBANK N.A.,3673872,134000,0.06,0.0,2018-02-21
B02034,CHUENMAN SECURITIES LTD,0,-296000,0.0,-0.0,2018-02-21
B01897,CENTRAL WEALTH SECURITIES INVESTMENT LTD,4000,3000,0.0,0.0,2018-02-21
B01859,CLC SECURITIES LTD,308000,308000,0.0,0.0,2018-02-21
B01668,BRIGHT SMART SECURITIES INTERNATIONAL,3882400,-96000,0.06,-0.0,2018-02-21
B01607,RHB SECURITIES HONG KONG LTD,242000,236000,0.0,0.0,2018-02-21
B01559,HING LEE SECURITIES LTD,188800,-15000,0.0,-0.0,2018-02-21
B01497,SINOPAC SECURITIES (ASIA) LTD,938714643,1200000,14.4,0.02,2018-02-21
B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,191538,191538,0.0,0.0,2018-02-21
B01416,VC BROKERAGE LTD,106000,96000,0.0,0.0,2018-02-21
B01289,SOUTH CHINA SECURITIES LTD,53600,-260000,0.0,-0.0,2018-02-21
B01275,SANFULL SECURITIES LTD,1750571,200000,0.03,0.0,2018-02-21
B01224,MERRILL LYNCH FAR EAST LTD,979181,-32000,0.02,-0.0,2018-02-21
B01130,BOCI SECURITIES LTD,14774944,-172000,0.23,-0.0,2018-02-21
B01115,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,13855197,-1180000,0.21,-0.02,2018-02-21
,Total changed named holdings,1322469206,0,20.29,0.0,
,Unchanged named holdings,4381864604,0,67.22,0.0,
,Total named holdings,5704333810,0,87.51,0.0,
,Unnamed Investor Participants,428655,0,0.01,0.0,
,Total securities in CCASS,5704762465,0,87.52,0.0,
,Securities not in CCASS,813576487,0,12.48,0.0,
,Issued securities,6518338952,0,100.0,0.0,31-Jan-2018
