CCASS ID,Name,Holding,Change,Stake%,StakeΔ %,Lastholding
C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,61086000,84000,0.77,0.0,2011-02-09
C00033,BANK OF CHINA (HONG KONG) LTD,136638000,-88000,1.72,-0.0,2011-02-09
C00019,THE HONGKONG AND SHANGHAI BANKING,332332000,268000,4.19,0.0,2011-02-09
B01842,BOCOM INTERNATIONAL SECURITIES LTD,28208000,-200000,0.36,-0.0,2011-02-09
B01780,TUNG SHUN SECURITIES LTD,344000,-180000,0.0,-0.0,2011-02-09
B01762,DBS VICKERS (HONG KONG) LTD,59070000,200000,0.74,0.0,2011-02-09
B01607,RHB SECURITIES HONG KONG LTD,7526000,420000,0.09,0.01,2011-02-09
B01584,CHIEF SECURITIES LTD,4132000,-148000,0.05,-0.0,2011-02-09
B01565,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,8778000,-60000,0.11,-0.0,2011-02-09
B01545,TUNG SHING SECURITIES (BROKERS) LTD,9250000,258000,0.12,0.0,2011-02-09
B01289,SOUTH CHINA SECURITIES LTD,4616000,300000,0.06,0.0,2011-02-09
B01284,HANG SENG SECURITIES LTD,58886000,300000,0.74,0.0,2011-02-09
B01266,PREMIER Q SECURITIES LTD,60236000,800000,0.76,0.01,2011-02-09
B01183,CHONG HING SECURITIES LTD,9508000,100000,0.12,0.0,2011-02-09
B01166,KING FOOK SECURITIES CO LTD,1354000,-300000,0.02,-0.0,2011-02-09
B01143,HAITONG INTERNATIONAL SECURITIES CO LTD,300327663,-1704000,3.79,-0.02,2011-02-09
B01130,BOCI SECURITIES LTD,68720000,-50000,0.87,-0.0,2011-02-09
B01118,EAST ASIA SECURITIES CO LTD,7986000,100000,0.1,0.0,2011-02-09
,Total changed named holdings,1158997663,100000,14.62,0.0,
,Unchanged named holdings,972541017,0,12.26,0.0,
,Total named holdings,2131538680,100000,26.88,0.0,
,Unnamed Investor Participants,3020000,0,0.04,0.0,
,Total securities in CCASS,2134558680,100000,26.92,0.0,
,Securities not in CCASS,5795608004,-100000,73.08,-0.0,
,Issued securities,7930166684,0,100.0,0.0,31-Jan-2011
