CCASS ID,Name,Holding,Change,Stake%,StakeΔ %,Lastholding
C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,16056534,-176000,0.25,-0.0,2017-09-28
C00019,THE HONGKONG AND SHANGHAI BANKING,257613717,-4000,3.95,-0.0,2017-09-28
B02056,RUIBANG SECURITIES LTD,392000,392000,0.01,0.01,2017-09-28
B01955,FUTU SECURITIES INTERNATIONAL,88000,-40000,0.0,-0.0,2017-09-28
B01938,CHINA INDUSTRIAL SECURITIES,603570235,-412000,9.26,-0.01,2017-09-28
B01929,CHINA GALAXY INTERNATIONAL SECURITIES,2148000,340000,0.03,0.01,2017-09-28
B01927,KINGKEY SECURITIES GROUP LTD,600000,-436000,0.01,-0.01,2017-09-28
B01843,TD KING SECURITIES LTD,135000,-160000,0.0,-0.0,2017-09-28
B01716,ORIENT SECURITIES LTD,544000,544000,0.01,0.01,2017-09-28
B01668,BRIGHT SMART SECURITIES INTERNATIONAL,4530600,96000,0.07,0.0,2017-09-28
B01649,CINDA INTERNATIONAL SECURITIES LTD,19400,-100000000,0.0,-1.53,2017-09-28
B01606,EWARTON SECURITIES LTD,92000,20000,0.0,0.0,2017-09-28
B01590,INTERACTIVE BROKERS HONG KONG LTD,2884000,28000,0.04,0.0,2017-09-28
B01556,LUK FOOK SECURITIES (HK) LTD,653927,-492000,0.01,-0.01,2017-09-28
B01323,DEUTSCHE SECURITIES ASIA LTD,416000,16000,0.01,0.0,2017-09-28
B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,16000,-12000,0.0,-0.0,2017-09-28
B01115,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,11023197,296000,0.17,0.0,2017-09-28
,Total changed named holdings,900782610,-100000000,13.82,-1.53,
,Unchanged named holdings,4684154524,0,71.86,0.0,
,Total named holdings,5584937134,-100000000,85.68,0.0,
,Unnamed Investor Participants,1156655,0,0.02,0.0,
,Total securities in CCASS,5586093789,-100000000,85.7,-1.53,
,Securities not in CCASS,932245163,100000000,14.3,1.53,
,Issued securities,6518338952,0,100.0,0.0,31-Aug-2017
